,,,1753138800762,,2,,522,Project Name,,0,,,"5,221.50",1502,,,,,,,,,,,,,,,,
https://www.kickstarter.com/projects/devillich/dungeon-denizens/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9585742#9585742,,https://www.kicktraq.com/projects/devillich/dungeon-denizens/,5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,Dungeon Denizens,March 21 2023,Y,USD,"360,578.00",1,"360,578.00",Y,N,Y,"$360,578",1802.00%,Ended,360578,1707436215354,February 21 2023,500 monsters for 5E & DCC RPG! Kickstarter backers receive a bonus monster! Epic full-color hardcover with PDF+VTT support!,https://ksr-ugc.imgix.net/assets/040/305/698/ecd8f95a645f699859f35e50d12daecb_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1679341218&auto=format&frame=1&q=92&s=3edb89193ed1be705e2ed9aa787e73c2,[size=14][b][url=https://www.kickstarter.com/projects/devillich/dungeon-denizens/?ref=kicktraq]Dungeon Denizens[/url][/b][/size][q]500 monsters for 5E & DCC RPG! Kickstarter backers receive a bonus monster! Epic full-color hardcover with PDF+VTT support![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/305/698/ecd8f95a645f699859f35e50d12daecb_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1679341218&auto=format&frame=1&q=92&s=3edb89193ed1be705e2ed9aa787e73c2[/inlineimg][/floatleft][b]Deadline:[/b]03-21-2023[url=https://www.kicktraq.com/projects/devillich/dungeon-denizens/][IMG]https://www.kicktraq.com/projects/devillich/dungeon-denizens//minichart.png[/IMG][/url],"$20,009.88",,"360,578.00",,1
https://www.kickstarter.com/projects/dungeoncode/dungeons-and-dragons-dungeon-code?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9484390#item9484390,,https://www.kicktraq.com/projects/dungeoncode/dungeons-and-dragons-dungeon-code/,5E,,,Dungeons & Dragons: Dungeon Code,March 22 2023,Y,USD,109.00,1,Not Funded,N,N,N,$109,4.00%,Ended,0,1707436215356,January 21 2023,A different type of D+D adventure powered by artificial intelligence.,https://ksr-ugc.imgix.net/assets/039/665/134/a8923bedd95548007b8af92360865356_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673652636&auto=format&frame=1&q=92&s=71bf5d924970a98d71737ad522f5350d,[size=14][b][url=https://www.kickstarter.com/projects/dungeoncode/dungeons-and-dragons-dungeon-code?ref=kicktraq]Dungeons & Dragons: Dungeon Code[/url][/b][/size][q]A different type of D+D adventure powered by artificial intelligence.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/665/134/a8923bedd95548007b8af92360865356_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1673652636&auto=format&frame=1&q=92&s=71bf5d924970a98d71737ad522f5350d[/inlineimg][/floatleft][b]Deadline:[/b]03-22-2023[url=https://www.kicktraq.com/projects/dungeoncode/dungeons-and-dragons-dungeon-code/][IMG]https://www.kicktraq.com/projects/dungeoncode/dungeons-and-dragons-dungeon-code//minichart.png[/IMG][/url],,2725,,,
https://www.kickstarter.com/projects/worldofemlearal/emlearal-lands-of-adventure/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9589069#9589069,,https://www.kicktraq.com/projects/worldofemlearal/emlearal-lands-of-adventure/,5E,,,"Emlearal, Lands of Adventure",March 23 2023,Y,CAD,"8,283.00",0.729435,"6,041.91",Y,N,Y,"$8,283 CAD",108.00%,Ended,6041.91,1707436215361,February 21 2023,"A 5e campaign setting of high fantasy, intrigue, adventure, invasion and war.",https://ksr-ugc.imgix.net/assets/038/565/674/a10cda6c91cb1ed4ff9b07e3c0fc4fde_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1663003973&auto=format&frame=1&q=92&s=9fecf34be8c6536cc6e65b4aebede9a8,"[size=14][b][url=https://www.kickstarter.com/projects/worldofemlearal/emlearal-lands-of-adventure/?ref=kicktraq]Emlearal, Lands of Adventure[/url][/b][/size][q]A 5e campaign setting of high fantasy, intrigue, adventure, invasion and war.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/038/565/674/a10cda6c91cb1ed4ff9b07e3c0fc4fde_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1663003973&auto=format&frame=1&q=92&s=9fecf34be8c6536cc6e65b4aebede9a8[/inlineimg][/floatleft][b]Deadline:[/b]03-23-2023[url=https://www.kicktraq.com/projects/worldofemlearal/emlearal-lands-of-adventure/][IMG]https://www.kicktraq.com/projects/worldofemlearal/emlearal-lands-of-adventure//minichart.png[/IMG][/url]","$5,594.36",,"6,041.91",,
https://www.kickstarter.com/projects/altocorno/telluria-1st-age-interamna/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9589072#9589072,,https://www.kicktraq.com/projects/altocorno/telluria-1st-age-interamna/,5E,,,Telluria 1st Age: Interamna,March 23 2023,Y,EUR,148.00,1.083265,Not Funded,N,N,N,€148,9.00%,Ended,0,1707436215362,February 21 2023,"An ancient world awaits its fate. Join the first adventure on a new fantasy setting. 2D & 3D printable scenery. Suitable for DnD, 5E.",https://ksr-ugc.imgix.net/assets/039/077/409/88a4d766b5ab1032cba66d26680e06ca_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1667145685&auto=format&frame=1&q=92&s=ed30558d41200ba086f4b3687115385b,"[size=14][b][url=https://www.kickstarter.com/projects/altocorno/telluria-1st-age-interamna/?ref=kicktraq]Telluria 1st Age: Interamna[/url][/b][/size][q]An ancient world awaits its fate. Join the first adventure on a new fantasy setting. 2D & 3D printable scenery. Suitable for DnD, 5E.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/077/409/88a4d766b5ab1032cba66d26680e06ca_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1667145685&auto=format&frame=1&q=92&s=ed30558d41200ba086f4b3687115385b[/inlineimg][/floatleft][b]Deadline:[/b]03-23-2023[url=https://www.kicktraq.com/projects/altocorno/telluria-1st-age-interamna/][IMG]https://www.kicktraq.com/projects/altocorno/telluria-1st-age-interamna//minichart.png[/IMG][/url]",,1781.369111,,,
https://www.kickstarter.com/projects/bradleyhorton/dandd-easy-maker/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9588595#9588595,,https://www.kicktraq.com/projects/bradleyhorton/dandd-easy-maker/,5E,,,D&D Easy Maker,March 23 2023,Y,GBP,9.00,1.203673,Not Funded,N,Y,N,£9,18.00%,Cancelled,0,1707436215365,February 21 2023,"5 Useful Modules for DND, Roll and Create",https://ksr-ugc.imgix.net/assets/039/946/465/7b62d7dcd82371a82babb66432f5ac6b_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676368851&auto=format&frame=1&q=92&s=0ed7a5b02eb225414711df61febc8824,"[size=14][b][url=https://www.kickstarter.com/projects/bradleyhorton/dandd-easy-maker/?ref=kicktraq]D&D Easy Maker[/url][/b][/size][q]5 Useful Modules for DND, Roll and Create[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/946/465/7b62d7dcd82371a82babb66432f5ac6b_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676368851&auto=format&frame=1&q=92&s=0ed7a5b02eb225414711df61febc8824[/inlineimg][/floatleft][b]Deadline:[/b]03-23-2023[url=https://www.kicktraq.com/projects/bradleyhorton/dandd-easy-maker/][IMG]https://www.kicktraq.com/projects/bradleyhorton/dandd-easy-maker//minichart.png[/IMG][/url]",,60.18365,,,
https://www.kickstarter.com/projects/pacesettergames/exwyns-handbook-to-heroism/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9588559#9588559,,https://www.kicktraq.com/projects/pacesettergames/exwyns-handbook-to-heroism/,5E,,,Exwyn's Handbook to Heroism,March 23 2023,Y,USD,"4,362.00",1,Not Funded,N,Y,N,"$4,362",87.00%,Cancelled,0,1707436215367,February 21 2023,"This handbook features new subclasses, races, spells, feats, a SoloSystem, and optional rules to enhance your 5e games!",https://ksr-ugc.imgix.net/assets/040/016/240/fd23060674a5b67d1490e1fa8ba25d93_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676995308&auto=format&frame=1&q=92&s=85bd730a215969db07d0fd2452f3db30,"[size=14][b][url=https://www.kickstarter.com/projects/pacesettergames/exwyns-handbook-to-heroism/?ref=kicktraq]Exwyn's Handbook to Heroism[/url][/b][/size][q]This handbook features new subclasses, races, spells, feats, a SoloSystem, and optional rules to enhance your 5e games![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/016/240/fd23060674a5b67d1490e1fa8ba25d93_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676995308&auto=format&frame=1&q=92&s=85bd730a215969db07d0fd2452f3db30[/inlineimg][/floatleft][b]Deadline:[/b]03-23-2023[url=https://www.kicktraq.com/projects/pacesettergames/exwyns-handbook-to-heroism/][IMG]https://www.kicktraq.com/projects/pacesettergames/exwyns-handbook-to-heroism//minichart.png[/IMG][/url]",,5013.793103,,,
https://www.kickstarter.com/projects/beththebard/daughter-of-frankenstein/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9581011#9581011,,https://www.kicktraq.com/projects/beththebard/daughter-of-frankenstein/,5E,,,Daughter of Frankenstein,March 23 2023,Y,USD,"16,191.00",1,"16,191.00",Y,N,Y,"$16,191",161.00%,Ended,16191,1707436215368,February 21 2023,"A 5E compatible, narrative TTRPG adventure of mystery, classic body horror, supernatural science, & industrial disaster.",https://ksr-ugc.imgix.net/assets/039/918/773/2904f4ab63f08d4bbb34bcb0c9c1b331_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676072746&auto=format&frame=1&q=92&s=145da7b3e59a3db29877fb528000039e,"[size=14][b][url=https://www.kickstarter.com/projects/beththebard/daughter-of-frankenstein/?ref=kicktraq]Daughter of Frankenstein[/url][/b][/size][q]A 5E compatible, narrative TTRPG adventure of mystery, classic body horror, supernatural science, & industrial disaster.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/918/773/2904f4ab63f08d4bbb34bcb0c9c1b331_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676072746&auto=format&frame=1&q=92&s=145da7b3e59a3db29877fb528000039e[/inlineimg][/floatleft][b]Deadline:[/b]03-23-2023[url=https://www.kicktraq.com/projects/beththebard/daughter-of-frankenstein/][IMG]https://www.kicktraq.com/projects/beththebard/daughter-of-frankenstein//minichart.png[/IMG][/url]","$10,056.52",,"16,191.00",,
https://www.kickstarter.com/projects/1506416234/monstrous-heroes-5e-monster-classes/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9588562#9588562,,https://www.kicktraq.com/projects/1506416234/monstrous-heroes-5e-monster-classes/,5E,,,Monstrous Heroes | 5e Monster Classes,March 23 2023,Y,USD,"45,817.00",1,"45,817.00",Y,N,Y,"$45,817",458.00%,Ended,45817,1707436215370,February 21 2023,"Savage characters that go beyond mere humanoids—play as minotaurs, vampires, ogres, dragons, elementals, and more!",https://ksr-ugc.imgix.net/assets/039/895/523/af7ac77b8f24ce2d879c751cdee612ec_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1675877956&auto=format&frame=1&q=92&s=55877d46991c3b1d76acc63031eb912f,"[size=14][b][url=https://www.kickstarter.com/projects/1506416234/monstrous-heroes-5e-monster-classes/?ref=kicktraq]Monstrous Heroes | 5e Monster Classes[/url][/b][/size][q]Savage characters that go beyond mere humanoids—play as minotaurs, vampires, ogres, dragons, elementals, and more![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/895/523/af7ac77b8f24ce2d879c751cdee612ec_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1675877956&auto=format&frame=1&q=92&s=55877d46991c3b1d76acc63031eb912f[/inlineimg][/floatleft][b]Deadline:[/b]03-23-2023[url=https://www.kicktraq.com/projects/1506416234/monstrous-heroes-5e-monster-classes/][IMG]https://www.kicktraq.com/projects/1506416234/monstrous-heroes-5e-monster-classes//minichart.png[/IMG][/url]","$10,003.71",,"45,817.00",,
https://www.kickstarter.com/projects/adventuredelivered/adventure-delivered-marriage-of-dimethro/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9588600#9588600,,https://www.kicktraq.com/projects/adventuredelivered/adventure-delivered-marriage-of-dimethro/,5E,,,a 5e wedding one shot adventure | Marriage of Dimethro,March 23 2023,Y,USD,256.00,1,256.00,Y,N,Y,$256,1024.00%,Ended,256,1707436215371,February 21 2023,A monthly one-shot adventure series from CBK_Studio,https://ksr-ugc.imgix.net/assets/039/926/877/18b2365d3a4ba044e8ba4ac6b2650493_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676185205&auto=format&frame=1&q=92&s=ee03c4392140ea284e391ce402d3ffbd,[size=14][b][url=https://www.kickstarter.com/projects/adventuredelivered/adventure-delivered-marriage-of-dimethro/?ref=kicktraq]a 5e wedding one shot adventure | Marriage of Dimethro[/url][/b][/size][q]A monthly one-shot adventure series from CBK_Studio[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/926/877/18b2365d3a4ba044e8ba4ac6b2650493_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1676185205&auto=format&frame=1&q=92&s=ee03c4392140ea284e391ce402d3ffbd[/inlineimg][/floatleft][b]Deadline:[/b]03-23-2023[url=https://www.kicktraq.com/projects/adventuredelivered/adventure-delivered-marriage-of-dimethro/][IMG]https://www.kicktraq.com/projects/adventuredelivered/adventure-delivered-marriage-of-dimethro//minichart.png[/IMG][/url],$25.00,,256.00,,
https://www.kickstarter.com/projects/458886079/travelers-guide-to-the-forest-of-the-fey-queen/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9615121#9615121,,https://www.kicktraq.com/projects/458886079/travelers-guide-to-the-forest-of-the-fey-queen/,5E,,,Traveler's Guide to the Forest of the Fey Queen,March 23 2023,Y,USD,"7,698.00",1,"7,698.00",Y,N,Y,"$7,698",1539.00%,Ended,7698,1707436215372,March 7 2023,"A 'zine-size 5e sourcebook of elves and fey, including a new region of the Creative Commons Weskven setting",https://ksr-ugc.imgix.net/assets/040/165/130/19b020aba081391bcbac613fdfa606ee_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1678239992&auto=format&frame=1&q=92&s=470ff01faee9f9290a14a3368a2b2709,"[size=14][b][url=https://www.kickstarter.com/projects/458886079/travelers-guide-to-the-forest-of-the-fey-queen/?ref=kicktraq]Traveler's Guide to the Forest of the Fey Queen[/url][/b][/size][q]A 'zine-size 5e sourcebook of elves and fey, including a new region of the Creative Commons Weskven setting[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/165/130/19b020aba081391bcbac613fdfa606ee_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1678239992&auto=format&frame=1&q=92&s=470ff01faee9f9290a14a3368a2b2709[/inlineimg][/floatleft][b]Deadline:[/b]03-23-2023[url=https://www.kicktraq.com/projects/458886079/travelers-guide-to-the-forest-of-the-fey-queen/][IMG]https://www.kicktraq.com/projects/458886079/travelers-guide-to-the-forest-of-the-fey-queen//minichart.png[/IMG][/url]",$500.19,,"7,698.00",,
https://www.kickstarter.com/projects/1917867079/brink-of-shadows-a-dandd-5e-adventure?ref=kicktraq,Kickstarter RPG Game Books - 2023 | RPGGeek,,https://www.kicktraq.com/projects/1917867079/brink-of-shadows-a-dandd-5e-adventure/,5E,,,BRINK OF SHADOWS: A D&D 5E Adventure,March 24 2023,Y,USD,"4,648.00",1,"4,648.00",Y,N,Y,"$4,648",4648.00%,Ended,4648,1707436215381,January 23 2023,Root out the source of the missing villagers in this one-shot adventure for 2-5 players with level 1 characters.,https://ksr-ugc.imgix.net/assets/039/602/314/07cedf224ecd008f0f346557d852e046_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1672975091&auto=format&frame=1&q=92&s=489df06dea31f9cfbe7095a05da2c673,[size=14][b][url=https://www.kickstarter.com/projects/1917867079/brink-of-shadows-a-dandd-5e-adventure?ref=kicktraq]BRINK OF SHADOWS: A D&D 5E Adventure[/url][/b][/size][q]Root out the source of the missing villagers in this one-shot adventure for 2-5 players with level 1 characters.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/039/602/314/07cedf224ecd008f0f346557d852e046_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1672975091&auto=format&frame=1&q=92&s=489df06dea31f9cfbe7095a05da2c673[/inlineimg][/floatleft][b]Deadline:[/b]03-24-2023[url=https://www.kicktraq.com/projects/1917867079/brink-of-shadows-a-dandd-5e-adventure/][IMG]https://www.kicktraq.com/projects/1917867079/brink-of-shadows-a-dandd-5e-adventure//minichart.png[/IMG][/url],$100.00,,"4,648.00",,
https://www.kickstarter.com/projects/1557256029/psychonaut-a-zine-devoted-to-psionics-for-5th-edition-games/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9591605#9591605,,https://www.kicktraq.com/projects/1557256029/psychonaut-a-zine-devoted-to-psionics-for-5th-edition-games/,5E,,,Psychonaut: A Zine Devoted to Psionics for 5th Edition Games,March 24 2023,Y,USD,"2,758.00",1,"2,758.00",Y,N,Y,"$2,758",137.00%,Ended,2758,1707436215382,February 22 2023,New classes and monsters. New power. New rules. An ongoing series of psionics RPG options for 5E for both GMs and players. #ZineQuest,https://ksr-ugc.imgix.net/assets/040/032/081/e65ea1baa7b753128f926d2f9a328d06_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677107671&auto=format&frame=1&q=92&s=1a0aeab93ae0f22309c378e90e8b2e19,[size=14][b][url=https://www.kickstarter.com/projects/1557256029/psychonaut-a-zine-devoted-to-psionics-for-5th-edition-games/?ref=kicktraq]Psychonaut: A Zine Devoted to Psionics for 5th Edition Games[/url][/b][/size][q]New classes and monsters. New power. New rules. An ongoing series of psionics RPG options for 5E for both GMs and players. #ZineQuest[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/032/081/e65ea1baa7b753128f926d2f9a328d06_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677107671&auto=format&frame=1&q=92&s=1a0aeab93ae0f22309c378e90e8b2e19[/inlineimg][/floatleft][b]Deadline:[/b]03-24-2023[url=https://www.kicktraq.com/projects/1557256029/psychonaut-a-zine-devoted-to-psionics-for-5th-edition-games/][IMG]https://www.kicktraq.com/projects/1557256029/psychonaut-a-zine-devoted-to-psionics-for-5th-edition-games//minichart.png[/IMG][/url],"$2,013.14",,"2,758.00",,
https://www.kickstarter.com/projects/a3drogue/the-elves-of-blackmoss-woods-3d-print-ready-adventure/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9591608#9591608,,https://www.kicktraq.com/projects/a3drogue/the-elves-of-blackmoss-woods-3d-print-ready-adventure/,5E,,,The Elves of Blackmoss Woods - 3D Print-ready Adventure,March 24 2023,Y,USD,"3,187.00",1,"3,187.00",Y,N,Y,"$3,187",318.00%,Ended,3187,1707436215383,February 22 2023,All-in-one .STL collection and 5e adventure,https://ksr-ugc.imgix.net/assets/040/024/953/fb7d1ba086431d60ec86eedc4be9c061_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677056249&auto=format&frame=1&q=92&s=666188a876296fb353c4883721ceddf7,[size=14][b][url=https://www.kickstarter.com/projects/a3drogue/the-elves-of-blackmoss-woods-3d-print-ready-adventure/?ref=kicktraq]The Elves of Blackmoss Woods - 3D Print-ready Adventure[/url][/b][/size][q]All-in-one .STL collection and 5e adventure[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/024/953/fb7d1ba086431d60ec86eedc4be9c061_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677056249&auto=format&frame=1&q=92&s=666188a876296fb353c4883721ceddf7[/inlineimg][/floatleft][b]Deadline:[/b]03-24-2023[url=https://www.kicktraq.com/projects/a3drogue/the-elves-of-blackmoss-woods-3d-print-ready-adventure/][IMG]https://www.kicktraq.com/projects/a3drogue/the-elves-of-blackmoss-woods-3d-print-ready-adventure//minichart.png[/IMG][/url],"$1,002.20",,"3,187.00",,
https://www.kickstarter.com/projects/alphiniusgoo/blood-for-the-khan-5e-fantasy-rpg-adventure-and-campaign/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9591636#9591636,,https://www.kicktraq.com/projects/alphiniusgoo/blood-for-the-khan-5e-fantasy-rpg-adventure-and-campaign/,5E,,,Blood for the Khan TTRPG Fantasy RPG Adventure & Campaign,March 25 2023,Y,USD,"51,905.00",1,"51,905.00",Y,N,Y,"$51,905",519.00%,Ended,51905,1707436215386,February 23 2023,Level up your GM'ing with this mysterious & fearful D&D 5E adventure for characters of levels 2-5. AMAZING Stretch Goals! 400% Funded!,https://ksr-ugc.imgix.net/assets/040/123/286/b0a9878e6f17403dcef8b90d01be3abb_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677867973&auto=format&frame=1&q=92&s=9b5ca75823f73e192071c6c1f84c864b,[size=14][b][url=https://www.kickstarter.com/projects/alphiniusgoo/blood-for-the-khan-5e-fantasy-rpg-adventure-and-campaign/?ref=kicktraq]Blood for the Khan TTRPG Fantasy RPG Adventure & Campaign[/url][/b][/size][q]Level up your GM'ing with this mysterious & fearful D&D 5E adventure for characters of levels 2-5. AMAZING Stretch Goals! 400% Funded![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/123/286/b0a9878e6f17403dcef8b90d01be3abb_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677867973&auto=format&frame=1&q=92&s=9b5ca75823f73e192071c6c1f84c864b[/inlineimg][/floatleft][b]Deadline:[/b]03-25-2023[url=https://www.kicktraq.com/projects/alphiniusgoo/blood-for-the-khan-5e-fantasy-rpg-adventure-and-campaign/][IMG]https://www.kicktraq.com/projects/alphiniusgoo/blood-for-the-khan-5e-fantasy-rpg-adventure-and-campaign//minichart.png[/IMG][/url],"$10,000.96",,"51,905.00",,
https://www.kickstarter.com/projects/themadpoet/antediluvian-adventures/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9598992#9598992,,https://www.kicktraq.com/projects/themadpoet/antediluvian-adventures/,5E,https://rpggeek.com/rpg/56973/pathfinder-2e-compatible-product,,Antediluvian Adventures: Quick-adventures for TTRPG's - $1,March 26 2023,Y,USD,"5,711.00",1,"5,711.00",Y,N,Y,"$5,711",5711.00%,Ended,5711,1707436215388,March 3 2023,"5 System-Agnostic Cosmic Horror themed mini-adventures. Compatibility packs available for D&D 5e, and Pathfinder 2e.",https://ksr-ugc.imgix.net/assets/040/051/351/8896e08868e041b497a040e17b6d3c4b_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677266244&auto=format&frame=1&q=92&s=8987db9c73440fdc52f3dcc562c4718b,"[size=14][b][url=https://www.kickstarter.com/projects/themadpoet/antediluvian-adventures/?ref=kicktraq]Antediluvian Adventures: Quick-adventures for TTRPG's - $1[/url][/b][/size][q]5 System-Agnostic Cosmic Horror themed mini-adventures. Compatibility packs available for D&D 5e, and Pathfinder 2e.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/051/351/8896e08868e041b497a040e17b6d3c4b_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677266244&auto=format&frame=1&q=92&s=8987db9c73440fdc52f3dcc562c4718b[/inlineimg][/floatleft][b]Deadline:[/b]03-26-2023[url=https://www.kicktraq.com/projects/themadpoet/antediluvian-adventures/][IMG]https://www.kicktraq.com/projects/themadpoet/antediluvian-adventures//minichart.png[/IMG][/url]",$100.00,,"5,711.00",,
https://www.kickstarter.com/projects/99centadventures/99-cent-adventures-presents-the-lost-crown-of-the-lich-king/?ref=kicktraq,https://rpggeek.com/geeklist/309024/kickstarter-rpg-game-books-2023?itemid=9591653#9591653,,https://www.kicktraq.com/projects/99centadventures/99-cent-adventures-presents-the-lost-crown-of-the-lich-king/,5E,https://rpggeek.com/rpg/524/d20-system-ogl-product-dd-35-compatible | https://rpggeek.com/rpgfamily/27257/retro-clones,,99 Cent Adventures Presents: The Lost Crown of the Lich King,March 29 2023,Y,USD,"8,224.00",1,"8,224.00",Y,N,Y,"$8,224",164.00%,Ended,8224,1707436215397,February 27 2023,"Five full-length illustrated D&D adventure modules, by Ben Thompson and Brian Snoddy",https://ksr-ugc.imgix.net/assets/040/076/740/20203bfb8e6aeffc9d1bee0570fe89dc_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677526829&auto=format&frame=1&q=92&s=662b99e927a51f2e38ce4bb8f6635025,"[size=14][b][url=https://www.kickstarter.com/projects/99centadventures/99-cent-adventures-presents-the-lost-crown-of-the-lich-king/?ref=kicktraq]99 Cent Adventures Presents: The Lost Crown of the Lich King[/url][/b][/size][q]Five full-length illustrated D&D adventure modules, by Ben Thompson and Brian Snoddy[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/040/076/740/20203bfb8e6aeffc9d1bee0570fe89dc_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1677526829&auto=format&frame=1&q=92&s=662b99e927a51f2e38ce4bb8f6635025[/inlineimg][/floatleft][b]Deadline:[/b]03-29-2023[url=https://www.kicktraq.com/projects/99centadventures/99-cent-adventures-presents-the-lost-crown-of-the-lich-king/][IMG]https://www.kicktraq.com/projects/99centadventures/99-cent-adventures-presents-the-lost-crown-of-the-lich-king//minichart.png[/IMG][/url]","$5,014.63",,"8,224.00",,1
