Kickstarter Link,RPGGeek List Item,RPGGeek List Page,KickTraq Link,Type,Non-5E: For RPG,RPG: related to,Project Name,FundedDate,Ended?,Currency,Funding Level,Exchange Rate,LevelUSD,Funded?,Cancelled?,Reached Goal?,ExtractedFunding,ExtractedProgress,ExtractedTrend,Funded Value,Last Updated,Start Date,,,OSR Core,OSR Adjacent
https://www.kickstarter.com/projects/firerubydesigns/esoterica-tabletop-roleplaying-game?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6252121#item6252121,17,https://www.kicktraq.com/projects/2120854352/esoterica-tabletop-roleplaying-game/,RPG,,,Esoterica Tabletop Roleplaying Game,12-Aug-18,Y,GBP,"5,695.00",1.27574,"7,265.34",Y,N,Y,"£5,695",142.00%,Ended,7265.34,1.61117E+12,July 13 2018,,,,
https://www.kickstarter.com/projects/revryebread/interstitial-our-hearts-intertwined-an-rpg-of-frie?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6252128#item6252128,17,https://www.kicktraq.com/projects/1564627018/interstitial-our-hearts-intertwined-an-rpg-of-frie/,RPG,,https://rpggeek.com/rpgsystem/17185/powered-apocalypse,Interstitial: Our Hearts Intertwined (An RPG of friendship!),13-Aug-18,Y,USD,"12,665.00",1,"12,665.00",Y,N,Y,"$12,665 ",253.00%,Ended,12665,1.61117E+12,July 13 2018,,,,
https://www.kickstarter.com/projects/1250101476/proficiency-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6255677#item6255677,17,https://www.kicktraq.com/projects/1250101476/proficiency-rpg/,RPG,,,Proficiency RPG,13-Aug-18,Y,AUD,"2,821.00",0.72664,"2,049.85",Y,N,Y,"$2,821 AUD",141.00%,Ended,2049.85,1.61117E+12,July 14 2018,,,,
https://www.kickstarter.com/projects/363836098/flower-of-heaven-shrine-of-the-fallen-heroes?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6255679#item6255679,17,https://www.kicktraq.com/projects/363836098/flower-of-heaven-shrine-of-the-fallen-heroes/,non-5E,https://www.palegainpress.com/universal-storytelling-system,,Flower of Heaven: Shrine of the Fallen Heroes,14-Aug-18,Y,USD,"1,202.00",1,"1,202.00",Y,N,Y,"$1,202 ",120.00%,Ended,1202,1.61117E+12,July 15 2018,,,,
https://www.kickstarter.com/projects/atlasgames/over-the-edge-a-roleplaying-game-of-weird-urban-da?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6247280#item6247280,16,https://www.kicktraq.com/projects/atlasgames/over-the-edge-a-roleplaying-game-of-weird-urban-da/,RPG,,https://rpggeek.com/rpg/788/over-edge-1st-2nd-editions,Over the Edge: A Roleplaying Game of Weird Urban Danger,14-Aug-18,Y,USD,"134,334.00",1,"134,334.00",Y,N,Y,"$134,334 ",268.00%,Ended,134334,1.61117E+12,July 10 2018,,,,
https://www.kickstarter.com/projects/diyrpgproductions/demon-city-the-ultimate-horror-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6255681#item6255681,17,https://www.kicktraq.com/projects/1070557469/demon-city-the-ultimate-horror-rpg/,RPG,,,Demon City: The Ultimate Horror RPG,15-Aug-18,Y,USD,"74,183.00",1,"74,183.00",Y,N,Y,"$74,183 ",322.00%,Ended,74183,1.61117E+12,July 16 2018,,,,
https://www.kickstarter.com/projects/259606561/art-of-war-for-savage-worlds-relaunch?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6262381#item6262381,18,https://www.kicktraq.com/projects/259606561/art-of-war-for-savage-worlds-relaunch/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Art of War for Savage Worlds (relaunch),16-Aug-18,Y,USD,"1,802.00",1,"1,802.00",Y,N,Y,"$1,802 ",150.00%,Ended,1802,1.61117E+12,July 19 2018,,,,
https://www.kickstarter.com/projects/1862793034/the-deep-dark-rpg-quickstarter?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6284558#item6284558,19,https://www.kicktraq.com/projects/1862793034/the-deep-dark-rpg-quickstarter/,RPG,,,The Deep Dark RPG: Quickstarter,16-Aug-18,Y,USD,"2,890.00",1,"2,890.00",Y,N,Y,"$2,890 ",722.00%,Ended,2890,1.61117E+12,August 1 2018,,,,
https://www.kickstarter.com/projects/1573053510/darkness-incarnate?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6258618#item6258618,17,https://www.kicktraq.com/projects/1573053510/darkness-incarnate/,RPG,,https://rpggeek.com/rpgsystem/467/d20-system,Darkness Incarnate,17-Aug-18,Y,USD,1,1,Not Funded,N,N,N,$1 ,0.00%,Ended,0,1.61117E+12,July 17 2018,,,,
https://www.kickstarter.com/projects/2137501987/the-foundation-tabletop-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6262382#item6262382,18,https://www.kicktraq.com/projects/2137501987/the-foundation-tabletop-rpg/,RPG,,,The Foundation Tabletop RPG,18-Aug-18,Y,USD,90,,Not Funded,N,Y,N,$90 ,15.00%,Cancelled,0,1.61117E+12,July 19 2018,,,,
https://www.kickstarter.com/projects/dgg-03/dungeon-delve-2-dungeons-of-the-dread-wyrm?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6262389#item6262389,18,https://www.kicktraq.com/projects/182043854/dungeon-delve-2-dungeons-of-the-dread-wyrm/,non-5E,https://rpggeek.com/rpg/13239/original-dd-compatible-products,,Dungeon Delve #2: Dungeons of the Dread Wyrm,19-Aug-18,Y,USD,"9,228.00",1,"9,228.00",Y,N,Y,"$9,228 ",922.00%,Ended,9228,1.61117E+12,July 20 2018,,,1,
https://www.kickstarter.com/projects/poweroutage/power-outage-a-trpg-for-kids-and-adults?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6262386#item6262386,18,https://www.kicktraq.com/projects/poweroutage/power-outage-a-trpg-for-kids-and-adults/,RPG,,,Power Outage - A TRPG for Kids and Adults,19-Aug-18,Y,USD,"9,071.00",1,"9,071.00",Y,N,Y,"$9,071 ",120.00%,Ended,9071,1.61117E+12,July 20 2018,,,,
https://www.kickstarter.com/projects/1039349815/dungeon-doodles-fifth-edition-familiar-cards?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6282037#item6282037,19,https://www.kicktraq.com/projects/1039349815/dungeon-doodles-fifth-edition-familiar-cards/,5E,,,Dungeon Doodles Fifth Edition Familiar Cards,20-Aug-18,Y,USD,459,1,Not Funded,N,N,N,$459 ,45.00%,Ended,0,1.61117E+12,July 30 2018,,,,
https://www.kickstarter.com/projects/halmangold/greg-stolzes-reign-second-edition?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6260220#item6260220,17,https://www.kicktraq.com/projects/halmangold/greg-stolzes-reign-second-edition/,non-5E,https://rpggeek.com/rpg/833/reign,,"Greg Stolze's Reign, Second Edition",20-Aug-18,Y,USD,"88,529.00",1,"88,529.00",Y,N,Y,"$88,529 ",252.00%,Ended,88529,1.61117E+12,July 18 2018,,,,
https://www.kickstarter.com/projects/mirthdrake/fray-the-restless-sea-tabletop-rpg-system-and-sett?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6255680#item6255680,17,https://www.kicktraq.com/projects/1106725250/fray-the-restless-sea-tabletop-rpg-system-and-sett/,RPG,,,Fray: The Restless Sea | Tabletop RPG System and Setting,20-Aug-18,Y,JPY,"151,634.00",,Not Funded,N,Y,Y,"¥151,634",151.00%,Cancelled,0,1.61117E+12,July 16 2018,,,,
https://www.kickstarter.com/projects/1894313004/the-crusades-a-role-playing-game?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6216770#item6216770,15,https://www.kicktraq.com/projects/1894313004/the-crusades-a-role-playing-game/,RPG,,,The Crusades. A role-playing game.,20-Aug-18,Y,GBP,349,,Not Funded,N,Y,Y,£349,116.00%,Cancelled,0,1.61117E+12,June 21 2018,,,,
https://www.kickstarter.com/projects/toa/tales-of-arcana-roleplaying-card-game-the-second-s?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6252124#item6252124,17,https://www.kicktraq.com/projects/1383113518/tales-of-arcana-roleplaying-card-game-the-second-s/,non-5E,https://rpggeek.com/rpg/32501/tales-arcana,,Tales of Arcana: Roleplaying Card Game: The Second Set,21-Aug-18,Y,USD,"10,616.00",1,"10,616.00",Y,N,Y,"$10,616 ",108.00%,Ended,10616,1.61117E+12,July 13 2018,,,,
https://www.kickstarter.com/projects/halflingcaravangames/the-clash-of-courts-a-5e-campaign?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6273011#item6273011,18,https://www.kicktraq.com/projects/halflingcaravangames/the-clash-of-courts-a-5e-campaign/,5E,,,The Clash of Courts - A 5E Campaign,22-Aug-18,Y,AUD,"1,309.00",,Not Funded,N,Y,N,"$1,309 AUD",13.00%,Cancelled,0,1.61117E+12,July 25 2018,,,,
https://www.kickstarter.com/projects/1780208966/the-expanse-roleplaying-game?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6268260#item6268260,18,https://www.kicktraq.com/projects/1780208966/the-expanse-roleplaying-game/,RPG,,https://rpggeek.com/rpgsystem/12882/age-adventure-game-engine-system,The Expanse Roleplaying Game,22-Aug-18,Y,USD,"402,832.00",1,"402,832.00",Y,N,Y,"$402,832 ",1342.00%,Ended,402832,1.61117E+12,July 23 2018,,,,
https://www.kickstarter.com/projects/auraplexstudios/all-is-madness-horror-tabletop-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6268265#item6268265,18,https://www.kicktraq.com/projects/auraplexstudios/all-is-madness-horror-tabletop-rpg/,RPG,,,All is Madness Horror Tabletop RPG,22-Aug-18,Y,USD,817,1,817,Y,N,Y,$817 ,408.00%,Ended,817,1.61117E+12,July 23 2018,,,,
https://www.kickstarter.com/projects/ckg/5th-edition-players-guide-to-aihrde?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6268050#item6268050,18,https://www.kicktraq.com/projects/676918054/5th-edition-players-guide-to-aihrde/,5E,,,5th Edition Players Guide to Aihrde,23-Aug-18,Y,USD,"29,582.00",1,"29,582.00",Y,N,Y,"$29,582 ",328.00%,Ended,29582,1.61117E+12,July 23 2018,,,,
https://www.kickstarter.com/projects/encoded/iron-edda-accelerated?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6269279#item6269279,18,https://www.kicktraq.com/projects/encoded/iron-edda-accelerated/,non-5E,https://rpggeek.com/rpg/203/fate-core,,Iron Edda Accelerated,23-Aug-18,Y,USD,"6,183.00",1,"6,183.00",Y,N,Y,"$6,183 ",206.00%,Ended,6183,1.61117E+12,July 24 2018,,,,
https://www.kickstarter.com/projects/montecookgames/your-best-game-ever?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6269559#item6269559,18,https://www.kicktraq.com/projects/montecookgames/your-best-game-ever/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Your Best Game Ever!,24-Aug-18,Y,USD,"581,672.00",1,"581,672.00",Y,N,Y,"$581,672 ",1163.00%,Ended,581672,1.61117E+12,July 24 2018,,,,
https://www.kickstarter.com/projects/sjgames/the-fantasy-trip-old-school-roleplaying?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6268274#item6268274,18,https://www.kicktraq.com/projects/sjgames/the-fantasy-trip-old-school-roleplaying/,non-5E,https://rpggeek.com/rpg/445/fantasy-trip,,THE FANTASY TRIP – Old-School Roleplaying!,24-Aug-18,Y,USD,"314,572.00",1,"314,572.00",Y,N,Y,"$314,572 ",1572.00%,Ended,314572,1.61117E+12,July 23 2018,,,,
https://www.kickstarter.com/projects/933650151/thon-r3bel-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6273009#item6273009,18,https://www.kicktraq.com/projects/933650151/thon-r3bel-rpg/,RPG,,,THON - R3BEL RPG,24-Aug-18,Y,USD,391,1,Not Funded,N,N,N,$391 ,7.00%,Ended,0,1.61117E+12,July 25 2018,,,,
https://www.kickstarter.com/projects/1272667059/danger-magnet-presents-legacy-of-darkness?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6273018#item6273018,18,https://www.kicktraq.com/projects/1272667059/danger-magnet-presents-legacy-of-darkness/,non-5E,https://rpggeek.com/rpg/770/hollow-earth-expedition,,Danger Magnet Presents: Legacy of Darkness,25-Aug-18,Y,USD,"9,098.00",1,"9,098.00",Y,N,Y,"$9,098 ",606.00%,Ended,9098,1.61117E+12,July 26 2018,,,,
https://www.kickstarter.com/projects/1894477151/oddity-high?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6274529#item6274529,18,https://www.kicktraq.com/projects/1894477151/oddity-high/,RPG,,https://rpggeek.com/rpgsystem/17185/powered-apocalypse,Oddity High!,25-Aug-18,Y,USD,"8,911.00",1,"8,911.00",Y,N,Y,"$8,911 ",297.00%,Ended,8911,1.61117E+12,July 26 2018,,,,
https://www.kickstarter.com/projects/magehandpress/dark-matter-2?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6257248#item6257248,17,https://www.kicktraq.com/projects/magehandpress/dark-matter-2/,5E,,,Dark Matter,26-Aug-18,Y,USD,"40,815.00",1,"40,815.00",Y,N,Y,"$40,815 ",163.00%,Ended,40815,1.61117E+12,July 17 2018,,,,
https://www.kickstarter.com/projects/sonofoak/city-of-mist-rpg-nights-of-payne-town?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6274531#item6274531,18,https://www.kicktraq.com/projects/sonofoak/city-of-mist-rpg-nights-of-payne-town/,non-5E,https://rpggeek.com/rpg/37475/city-mist,,City of Mist RPG: Nights of Payne Town,26-Aug-18,Y,USD,"39,998.00",,Not Funded,N,Y,N,"$39,998 ",66.00%,Cancelled,0,1.61117E+12,July 26 2018,,,,
https://www.kickstarter.com/projects/1435858943/expanding-universal-horizons-adding-more-modern-fa?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6274535#item6274535,18,https://www.kicktraq.com/projects/1435858943/expanding-universal-horizons-adding-more-modern-fa/,non-5E,https://rpggeek.com/rpg/49739/universal-horizons,,Expanding Universal Horizons ~ Adding more modern fantasy!,26-Aug-18,Y,USD,"2,811.00",1,"2,811.00",Y,N,Y,"$2,811 ",127.00%,Ended,2811,1.61117E+12,July 26 2018,,,,
https://www.kickstarter.com/projects/keenandunham/necrotopia-handbook-to-the-apocalypse-0?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6149305?commentid=8131288#comment8131288,12,https://www.kicktraq.com/projects/78190667/necrotopia-handbook-to-the-apocalypse-0/,RPG,,,Necrotopia: Handbook to the Apocalypse,26-Aug-18,Y,USD,523,1,Not Funded,N,N,N,$523 ,26.00%,Ended,0,1.61117E+12,July 27 2018,,,,
https://www.kickstarter.com/projects/whynotgames/imperial-jupiter-a-planet-sourcebook-for-rocket-ag?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6282047#item6282047,19,https://www.kicktraq.com/projects/whynotgames/imperial-jupiter-a-planet-sourcebook-for-rocket-ag/,non-5E,https://rpggeek.com/rpg/22969/rocket-age,,Imperial Jupiter: A planet sourcebook for Rocket Age RPG,29-Aug-18,Y,USD,"4,583.00",1,"4,583.00",Y,N,Y,"$4,583 ",166.00%,Ended,4583,1.61117E+12,July 30 2018,,,,
https://www.kickstarter.com/projects/cosmicmirrorgames/confluence-cosmic-mirror-games-core-rulebook?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6282039#item6282039,19,https://www.kicktraq.com/projects/cosmicmirrorgames/confluence-cosmic-mirror-games-core-rulebook/,RPG,,,Confluence - Cosmic Mirror Games Core Rulebook,29-Aug-18,Y,USD,"2,872.00",,Not Funded,N,Y,N,"$2,872 ",19.00%,Cancelled,0,1.61117E+12,July 30 2018,,,,
https://www.kickstarter.com/projects/pug/lgats-tome-of-amazing-creatures-volume-2?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6284099#item6284099,19,https://www.kicktraq.com/projects/1562002121/lgats-tome-of-amazing-creatures-volume-2/,5E,,,L'gat's Tome of Amazing Creatures - Volume 2,30-Aug-18,Y,USD,"1,639.00",1,"1,639.00",Y,N,Y,"$1,639 ",109.00%,Ended,1639,1.61117E+12,July 31 2018,,,,
https://www.kickstarter.com/projects/godsfall/rise-of-the-demigods?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6282044#item6282044,19,https://www.kicktraq.com/projects/godsfall/rise-of-the-demigods/,5E,,,Rise of the Demigods,30-Aug-18,Y,USD,"45,707.00",1,"45,707.00",Y,N,Y,"$45,707 ",261.00%,Ended,45707,1.61117E+12,July 30 2018,,,,
https://www.kickstarter.com/projects/JoshuaACNewman/joshua-ac-newmans-bloody-handed-name-of-bronze?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6297048#item6297048,19,https://www.kicktraq.com/projects/JoshuaACNewman/joshua-ac-newmans-bloody-handed-name-of-bronze/,RPG,,,Joshua A.C. Newman's BLOODY-HANDED NAME of BRONZE,30-Aug-18,Y,USD,"26,839.00",1,"26,839.00",Y,N,Y,"$26,839 ",111.00%,Ended,26839,1.61117E+12,August 7 2018,,,,
https://www.kickstarter.com/projects/geoquester/grim-and-the-wicked-a-dandd-5e-campaign?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6282885#item6282885,19,https://www.kicktraq.com/projects/1635201695/grim-and-the-wicked-a-dandd-5e-campaign/,5E,,,Grim and the Wicked - A D&D 5e Campaign,31-Aug-18,Y,EUR,"11,313.00",1.162,"13,145.71",Y,N,Y,"€11,313",113.00%,Ended,13145.71,1.61117E+12,July 31 2018,,,,
https://www.kickstarter.com/projects/1824553136/folklore-creatures-of-myth-and-legend-for-fifth-ed?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6285070#item6285070,19,https://www.kicktraq.com/projects/1824553136/folklore-creatures-of-myth-and-legend-for-fifth-ed/,5E,,,Folklore: Creatures of Myth and Legend for Fifth Edition,31-Aug-18,Y,CAD,"1,533.00",,Not Funded,N,Y,N,"$1,533 CAD",10.00%,Cancelled,0,1.61117E+12,August 1 2018,,,,
https://www.kickstarter.com/projects/sonofoak/nights-of-payne-town-a-new-story-arc-for-city-of-m?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6274531?commentid=8161816#comment8161816,18,https://www.kicktraq.com/projects/sonofoak/nights-of-payne-town-a-new-story-arc-for-city-of-m/,non-5E,https://rpggeek.com/rpg/37475/city-mist,,Nights of Payne Town: a new story arc for City of Mist RPG!,31-Aug-18,Y,USD,"182,970.00",1,"182,970.00",Y,N,Y,"$182,970 ",914.00%,Ended,182970,1.61117E+12,August 13 2018,,,,
https://www.kickstarter.com/projects/218255739/house-of-keys-both-praxis-and-protocol-squared-edi?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6285064#item6285064,19,https://www.kicktraq.com/projects/218255739/house-of-keys-both-praxis-and-protocol-squared-edi/,non-5E,https://rpggeek.com/rpg/37833/praxis,,House of Keys: Both Praxis and Protocol Squared Editions,31-Aug-18,Y,USD,"11,481.00",1,"11,481.00",Y,N,Y,"$11,481 ",1148.00%,Ended,11481,1.61117E+12,August 1 2018,,,,
https://www.kickstarter.com/projects/lmetcalf/brindlemarsh-a-1e-and-5e-adventure-of-dragons-and?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6310095#item6310095,20,https://www.kicktraq.com/projects/lmetcalf/brindlemarsh-a-1e-and-5e-adventure-of-dragons-and/,5E,,,"Brindlemarsh, a 1E & 5E adventure of Dragons and Dungeons",1-Sep-18,Y,USD,"4,344.00",1,"4,344.00",Y,N,Y,"$4,344 ",289.00%,Ended,4344,1.61117E+12,August 12 2018,,,,
https://www.kickstarter.com/projects/darknaga/dark-naga-osr-haunting-of-hastur-modules?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6294231#item6294231,19,https://www.kicktraq.com/projects/darknaga/dark-naga-osr-haunting-of-hastur-modules/,non-5E,https://rpggeek.com/rpg/13239/original-dd-compatible-products,,Dark Naga - OSR Haunting of Hastur Modules,2-Sep-18,Y,USD,"1,831.00",1,"1,831.00",Y,N,Y,"$1,831 ",122.00%,Ended,1831,1.61117E+12,August 3 2018,,,1,
https://www.kickstarter.com/projects/avalkauskas/creatures-from-fairy-tales-and-myth?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6282613#item6282613,19,https://www.kicktraq.com/projects/avalkauskas/creatures-from-fairy-tales-and-myth/,5E,,,Creatures from fairy-tales and myth,3-Sep-18,Y,CAD,"13,812.00",0.76358,"10,546.57",Y,N,Y,"$13,812 CAD",281.00%,Ended,10546.57,1.61117E+12,July 31 2018,,,,
https://www.kickstarter.com/projects/changelinggames/galloping-stars-rpg-a-pony-inspired-sci-fi-rpg-rel?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6143326?commentid=8147701#comment8147701,12,https://www.kicktraq.com/projects/changelinggames/galloping-stars-rpg-a-pony-inspired-sci-fi-rpg-rel/,RPG,,,Galloping Stars RPG - A Pony-Inspired Sci-Fi RPG - Relaunch!,3-Sep-18,Y,USD,"8,859.00",1,"8,859.00",Y,N,Y,"$8,859 ",177.00%,Ended,8859,1.61117E+12,August 4 2018,,,,
https://www.kickstarter.com/projects/2cgaming/total-party-kill-handbook-volume-2-5th-edition-enc?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6288651#item6288651,19,https://www.kicktraq.com/projects/2cgaming/total-party-kill-handbook-volume-2-5th-edition-enc/,5E,,,Total Party Kill Handbook Volume 2: 5th Edition Encounters,4-Sep-18,Y,USD,"26,188.00",1,"26,188.00",Y,N,Y,"$26,188 ",183.00%,Ended,26188,1.61117E+12,August 2 2018,,,,
https://www.kickstarter.com/projects/1731094057/myythic-advanced-rules-vol-1?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6325005#item6325005,20,https://www.kicktraq.com/projects/1731094057/myythic-advanced-rules-vol-1/,non-5E,https://rpggeek.com/rpg/50527/myythic,,Myythic Advanced Rules Vol. 1,4-Sep-18,Y,USD,181,1,Not Funded,N,N,N,$181 ,18.00%,Ended,0,1.61117E+12,August 19 2018,,,,
https://www.kickstarter.com/projects/starmanta/afterverse-scifi-tabletop-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6294240#item6294240,19,https://www.kicktraq.com/projects/1136541006/afterverse-scifi-tabletop-rpg/,RPG,,,Afterverse: Scifi Tabletop RPG,4-Sep-18,Y,USD,"11,585.00",1,"11,585.00",Y,N,Y,"$11,585 ",144.00%,Ended,11585,1.61117E+12,August 4 2018,,,,
https://www.kickstarter.com/projects/grimandperilous/main-gauche-a-zweihander-grim-and-perilous-rpg-sup?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6297041#item6297041,19,https://www.kicktraq.com/projects/grimandperilous/main-gauche-a-zweihander-grim-and-perilous-rpg-sup/,non-5E,https://rpggeek.com/rpg/41215/zweihander-grim-perilous-rpg,,MAIN GAUCHE - a ZWEIHÄNDER Grim & Perilous RPG supplement,5-Sep-18,Y,USD,"75,171.00",1,"75,171.00",Y,N,Y,"$75,171 ",578.00%,Ended,75171,1.61117E+12,August 6 2018,,,,
https://www.kickstarter.com/projects/1824553136/folklore-creatures-of-myth-and-legend-for-fifth-ed-0?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6285070?commentid=8152315#comment8152315,19,https://www.kicktraq.com/projects/1824553136/folklore-creatures-of-myth-and-legend-for-fifth-ed-0/,5E,,,Folklore: Creatures of Myth and Legend for Fifth Edition D&D,6-Sep-18,Y,CAD,"12,683.00",0.7601,"9,640.35",Y,N,Y,"$12,683 CAD",634.00%,Ended,9640.35,1.61117E+12,August 7 2018,,,,
https://www.kickstarter.com/projects/1795094820/zombie-apocalypse-expanded-by-darkraven-europe?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6330588#item6330588,21,https://www.kicktraq.com/projects/1795094820/zombie-apocalypse-expanded-by-darkraven-europe/,non-5E,https://www.kickstarter.com/projects/1795094820/zombie-apocalypse-by-darkraven-europe?ref=profile_created,,Zombie Apocalypse: Expanded -- By Darkraven Europe,6-Sep-18,Y,USD,"1,532.00",1,"1,532.00",Y,N,Y,"$1,532 ",153.00%,Ended,1532,1.61117E+12,August 22 2018,,,,
https://www.kickstarter.com/projects/1445739002/domina-magica-a-magical-girl-rpg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6297988#item6297988,20,https://www.kicktraq.com/projects/1445739002/domina-magica-a-magical-girl-rpg/,RPG,,,Domina Magica - A Magical Girl RPG,6-Sep-18,Y,USD,"47,110.00",1,"47,110.00",Y,N,Y,"$47,110 ",471.00%,Ended,47110,1.61117E+12,August 7 2018,,,,
https://www.kickstarter.com/projects/1480300749/shotguns-and-socialites-a-twist-on-the-modern-fant?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6297044#item6297044,19,https://www.kicktraq.com/projects/1480300749/shotguns-and-socialites-a-twist-on-the-modern-fant/,RPG,,,Shotguns & Socialites - A twist on the modern fantastic,6-Sep-18,Y,EUR,79,1.16194,Not Funded,N,N,N,€79,7.00%,Ended,0,1.61117E+12,August 7 2018,,,,
https://www.kickstarter.com/projects/philipreed/outdoor-encounter-cards-for-use-with-many-tabletop?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6359125#item6359125,22,https://www.kicktraq.com/projects/102137316/outdoor-encounter-cards-for-use-with-many-tabletop/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Outdoor Encounter Cards - For use with many tabletop RPGs.,7-Sep-18,Y,USD,"5,660.00",1,"5,660.00",Y,N,Y,"$5,660 ",174.00%,Ended,5660,1.61117E+12,September 4 2018,,,,
https://www.kickstarter.com/projects/msfarzan/entromancy-a-cyberpunk-fantasy-roleplaying-game?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6297977#item6297977,19,https://www.kicktraq.com/projects/756777290/entromancy-a-cyberpunk-fantasy-roleplaying-game/,RPG,,,Entromancy: A Cyberpunk Fantasy Roleplaying Game,7-Sep-18,Y,USD,"8,473.00",1,"8,473.00",Y,N,Y,"$8,473 ",282.00%,Ended,8473,1.61117E+12,August 7 2018,,,,
https://www.kickstarter.com/projects/846377662/troika-rpg-numinous-edition?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6310099#item6310099,20,https://www.kicktraq.com/projects/846377662/troika-rpg-numinous-edition/,non-5E,https://rpggeek.com/rpg/39089/troika,,TROIKA! RPG: Numinous Edition,11-Sep-18,Y,GBP,"17,799.00",1.30143,"23,164.15",Y,N,Y,"£17,799",355.00%,Ended,23164.15,1.61117E+12,August 13 2018,,,,1
https://www.kickstarter.com/projects/660432492/pathfinder-rpg-module-path-to-jarnborg?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6315950#item6315950,20,https://www.kicktraq.com/projects/660432492/pathfinder-rpg-module-path-to-jarnborg/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Pathfinder RPG Module: Path to Jarnborg,11-Sep-18,Y,USD,814,1,814,Y,N,Y,$814 ,108.00%,Ended,814,1.61117E+12,August 14 2018,,,,
https://www.kickstarter.com/projects/jayciles/legacy-life-among-the-ruins-the-next-world?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6315763#item6315763,20,https://www.kicktraq.com/projects/1549920133/legacy-life-among-the-ruins-the-next-world/,non-5E,https://rpggeek.com/rpg/26525/legacy-life-among-ruins,,Legacy: Life Among the Ruins - The Next World,13-Sep-18,Y,GBP,"28,254.00",1.31103,"37,041.84",Y,N,Y,"£28,254",188.00%,Ended,37041.84,1.61117E+12,August 14 2018,,,,
https://www.kickstarter.com/projects/bookofdarksecrets/create-your-own-fantasy-rpg-adventure-rpg-resource?ref=bggforums,https://rpggeek.com/geeklist/234882/item/6315939#item6315939,20,https://www.kicktraq.com/projects/bookofdarksecrets/111527328/,5E,,,CREATE YOUR OWN FANTASY RPG ADVENTURE - RPG RESOURCES BOOKS,14-Sep-18,Y,USD,"4,505.00",1,"4,505.00",Y,N,Y,"$4,505 ",450.00%,Ended,4505,1.61117E+12,August 14 2018,,,,
