,,365,1740264705041,,516,441,,Project Name,,0,,,188.00,,,,,,68,,,,,,,,,,,
https://www.kickstarter.com/projects/thewanderingorder/caverns-of-mourning?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8802895#item8802895,,https://www.kicktraq.com/projects/thewanderingorder/caverns-of-mourning/,non-5E,https://rpggeek.com/rpg/58009/old-school-essentials-retro-adventure-game,,CAVERNS OF MOURNING,March 11 2022,Y,USD,"6,492.00",1,"6,492.00",Y,N,Y,"$6,492",1298.00%,Ended,6492,1676332269701,February 18 2022,"A whimsical, weird, and dangerous dungeon module for Old-School Essentials",https://ksr-ugc.imgix.net/assets/036/404/425/dfefa6d1e09bbff0649e21fabca6501c_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1645205080&auto=format&frame=1&q=92&s=4099838194188a6c29844c807c3793f0,"[size=14][b][url=https://www.kickstarter.com/projects/thewanderingorder/caverns-of-mourning?ref=discovery_category_newest]CAVERNS OF MOURNING[/url][/b][/size][q]A whimsical, weird, and dangerous dungeon module for Old-School Essentials[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/404/425/dfefa6d1e09bbff0649e21fabca6501c_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1645205080&auto=format&frame=1&q=92&s=4099838194188a6c29844c807c3793f0[/inlineimg][/floatleft][b]Deadline:[/b]03-11-2022[url=https://www.kicktraq.com/projects/thewanderingorder/caverns-of-mourning/][IMG]https://www.kicktraq.com/projects/thewanderingorder/caverns-of-mourning//minichart.png[/IMG][/url]",$500.15,,"6,492.00",1,
https://www.kickstarter.com/projects/devillich/dungeon-crawl-classics-100-music-of-the-spheres-is-chaos?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8799339#item8799339,,https://www.kicktraq.com/projects/devillich/dungeon-crawl-classics-100-music-of-the-spheres-is-chaos/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,Dungeon Crawl Classics 100: Music of the Spheres is Chaos,March 11 2022,Y,USD,"200,220.00",1,"200,220.00",Y,N,Y,"$200,220",667.00%,Ended,200220,1676332269700,February 16 2022,"An epic boxed dungeon crawl that spins on four separate axes. You won’t mistake this for any other adventure, anywhere, ever.",https://ksr-ugc.imgix.net/assets/036/216/869/b540e70c145130311eab121194782bf0_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1643603218&auto=format&frame=1&q=92&s=974abbb631e1ff4674ba9a9988a1cd42,"[size=14][b][url=https://www.kickstarter.com/projects/devillich/dungeon-crawl-classics-100-music-of-the-spheres-is-chaos?ref=discovery_category_newest]Dungeon Crawl Classics 100: Music of the Spheres is Chaos[/url][/b][/size][q]An epic boxed dungeon crawl that spins on four separate axes. You won’t mistake this for any other adventure, anywhere, ever.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/216/869/b540e70c145130311eab121194782bf0_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1643603218&auto=format&frame=1&q=92&s=974abbb631e1ff4674ba9a9988a1cd42[/inlineimg][/floatleft][b]Deadline:[/b]03-11-2022[url=https://www.kicktraq.com/projects/devillich/dungeon-crawl-classics-100-music-of-the-spheres-is-chaos/][IMG]https://www.kicktraq.com/projects/devillich/dungeon-crawl-classics-100-music-of-the-spheres-is-chaos//minichart.png[/IMG][/url]","$30,017.99",,"200,220.00",,1
https://www.kickstarter.com/projects/labelletinker/what-stalks-the-fobby-cobbled-streets?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8815123#item8815123,,https://www.kicktraq.com/projects/labelletinker/what-stalks-the-fobby-cobbled-streets/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,What Stalks the Foggy Cobbled Streets,March 11 2022,Y,USD,915.00,1,915.00,Y,N,Y,$915,261.00%,Ended,915,1676332269703,February 25 2022,"A zine with tables to inspire gothic horror tabletop adventures in the vein of Poe, Shelley, Stoker, and Radcliffe.",https://ksr-ugc.imgix.net/assets/036/162/177/812736365ec77f518f6e493f15ec38de_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1643093600&auto=format&frame=1&q=92&s=73cd918319285056fcc40a9f780d1906,"[size=14][b][url=https://www.kickstarter.com/projects/labelletinker/what-stalks-the-fobby-cobbled-streets?ref=discovery_category_newest]What Stalks the Foggy Cobbled Streets[/url][/b][/size][q]A zine with tables to inspire gothic horror tabletop adventures in the vein of Poe, Shelley, Stoker, and Radcliffe.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/162/177/812736365ec77f518f6e493f15ec38de_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1643093600&auto=format&frame=1&q=92&s=73cd918319285056fcc40a9f780d1906[/inlineimg][/floatleft][b]Deadline:[/b]03-11-2022[url=https://www.kicktraq.com/projects/labelletinker/what-stalks-the-fobby-cobbled-streets/][IMG]https://www.kicktraq.com/projects/labelletinker/what-stalks-the-fobby-cobbled-streets//minichart.png[/IMG][/url]",$350.57,,915.00,,
https://www.kickstarter.com/projects/equinoxsixelements/equinox-a-storytelling-game-for-1-6-players?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8811431#item8811431,,https://www.kicktraq.com/projects/equinoxsixelements/equinox-a-storytelling-game-for-1-6-players/,RPG,,,Equinox: A Storytelling Game for 1-6 Players,March 11 2022,Y,USD,"4,527.00",1,"4,527.00",Y,N,Y,"$4,527",565.00%,Ended,4527,1676332269702,February 22 2022,"Using Tarot cards, six-sided dice and your imagination, create and explore a fae world of turmoil and adventure!",https://ksr-ugc.imgix.net/assets/036/339/662/67e36c02ece52ec04778e1471607665e_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1644644866&auto=format&frame=1&q=92&s=25ea9447e747bfe2aba1fbf92563c6f0,"[size=14][b][url=https://www.kickstarter.com/projects/equinoxsixelements/equinox-a-storytelling-game-for-1-6-players?ref=discovery_category_newest]Equinox: A Storytelling Game for 1-6 Players[/url][/b][/size][q]Using Tarot cards, six-sided dice and your imagination, create and explore a fae world of turmoil and adventure![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/339/662/67e36c02ece52ec04778e1471607665e_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1644644866&auto=format&frame=1&q=92&s=25ea9447e747bfe2aba1fbf92563c6f0[/inlineimg][/floatleft][b]Deadline:[/b]03-11-2022[url=https://www.kicktraq.com/projects/equinoxsixelements/equinox-a-storytelling-game-for-1-6-players/][IMG]https://www.kicktraq.com/projects/equinoxsixelements/equinox-a-storytelling-game-for-1-6-players//minichart.png[/IMG][/url]",$801.24,,"4,527.00",,
https://www.kickstarter.com/projects/5emonstercards/yigderra-ttrpg-a-mork-borg-hack?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8815124#item8815124,,https://www.kicktraq.com/projects/5emonstercards/yigderra-ttrpg-a-mork-borg-hack/,RPG,,https://rpggeek.com/rpg/56344/mork-borg,Yigderra TTRPG | a Mörk Borg Hack,March 11 2022,Y,USD,"1,375.00",1,"1,375.00",Y,N,Y,"$1,375",458.00%,Ended,1375,1676332269703,February 25 2022,A whimsical trash-verse rpg built on the bones of Mörk Borg's rules light system.,https://ksr-ugc.imgix.net/assets/036/303/226/cf70b2af2b3d744d51c27a7004bd86d9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1644346179&auto=format&frame=1&q=92&s=54d2565f22b28994780407520cddd2cd,[size=14][b][url=https://www.kickstarter.com/projects/5emonstercards/yigderra-ttrpg-a-mork-borg-hack?ref=discovery_category_newest]Yigderra TTRPG | a Mörk Borg Hack[/url][/b][/size][q]A whimsical trash-verse rpg built on the bones of Mörk Borg's rules light system.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/303/226/cf70b2af2b3d744d51c27a7004bd86d9_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1644346179&auto=format&frame=1&q=92&s=54d2565f22b28994780407520cddd2cd[/inlineimg][/floatleft][b]Deadline:[/b]03-11-2022[url=https://www.kicktraq.com/projects/5emonstercards/yigderra-ttrpg-a-mork-borg-hack/][IMG]https://www.kicktraq.com/projects/5emonstercards/yigderra-ttrpg-a-mork-borg-hack//minichart.png[/IMG][/url],$300.22,,"1,375.00",,1
https://www.kickstarter.com/projects/terranempire/tome-of-adversaries-vol-one?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8793753#item8793753,,https://www.kicktraq.com/projects/terranempire/tome-of-adversaries-vol-one/,5E,,,Tome of Adversaries Vol. One,March 13 2022,Y,USD,"1,215.00",1,"1,215.00",Y,N,Y,"$1,215",486.00%,Ended,1215,1676332269704,February 11 2022,A collection of 30 monsters that can be added to any 5e game!,https://ksr-ugc.imgix.net/assets/036/268/707/abd715ebde11c36449c3a4e33fa6b6ef_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1644004580&auto=format&frame=1&q=92&s=72a0b4b170955ee5c1fc1aef7af56d37,[size=14][b][url=https://www.kickstarter.com/projects/terranempire/tome-of-adversaries-vol-one?ref=discovery_category_newest]Tome of Adversaries Vol. One[/url][/b][/size][q]A collection of 30 monsters that can be added to any 5e game![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/268/707/abd715ebde11c36449c3a4e33fa6b6ef_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1644004580&auto=format&frame=1&q=92&s=72a0b4b170955ee5c1fc1aef7af56d37[/inlineimg][/floatleft][b]Deadline:[/b]03-13-2022[url=https://www.kicktraq.com/projects/terranempire/tome-of-adversaries-vol-one/][IMG]https://www.kicktraq.com/projects/terranempire/tome-of-adversaries-vol-one//minichart.png[/IMG][/url],$250.00,,"1,215.00",,
https://www.kickstarter.com/projects/aasalati/the-world-of-andror?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8738859#item8738859,,https://www.kicktraq.com/projects/aasalati/the-world-of-andror/,5E,https://rpggeek.com/rpg/56973/pathfinder-2e-compatible-product,,The World of Andror,March 14 2022,Y,USD,"1,347.00",1,Not Funded,N,N,N,"$1,347",53.00%,Ended,0,1676332269705,January 23 2022,A Pathfinder® Second Edition and Dungeons and Dragons® Fifth Edition campaign setting with the highest level of detail possible.,https://ksr-ugc.imgix.net/assets/035/518/997/a38647db9dc15a879f7ee1ec57641acf_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1636449219&auto=format&frame=1&q=92&s=96e36b2463ca9a67953574fa5c58fb03,[size=14][b][url=https://www.kickstarter.com/projects/aasalati/the-world-of-andror?ref=discovery_category_newest]The World of Andror[/url][/b][/size][q]A Pathfinder® Second Edition and Dungeons and Dragons® Fifth Edition campaign setting with the highest level of detail possible.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/518/997/a38647db9dc15a879f7ee1ec57641acf_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1636449219&auto=format&frame=1&q=92&s=96e36b2463ca9a67953574fa5c58fb03[/inlineimg][/floatleft][b]Deadline:[/b]03-14-2022[url=https://www.kicktraq.com/projects/aasalati/the-world-of-andror/][IMG]https://www.kicktraq.com/projects/aasalati/the-world-of-andror//minichart.png[/IMG][/url],,2541.509434,,,
https://www.kickstarter.com/projects/funganoids/arcane-high-magic-infused-80s-ttrpg?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8793752#item8793752,,https://www.kicktraq.com/projects/funganoids/arcane-high-magic-infused-80s-ttrpg/,RPG,,,Arcane High: Magic Infused '80s TTRPG,March 14 2022,Y,USD,"3,688.00",1,"3,688.00",Y,N,Y,"$3,688",122.00%,Ended,3688,1676332269706,February 12 2022,A TTRPG zine focused on a version of the '80s filled with spectacular magic and teenage angst.,https://ksr-ugc.imgix.net/assets/036/315/587/26d7039e2298baff1bd0ca5cc18e9325_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1644439909&auto=format&frame=1&q=92&s=44e0d71896b294adcf7150e61ee05a65,[size=14][b][url=https://www.kickstarter.com/projects/funganoids/arcane-high-magic-infused-80s-ttrpg?ref=discovery_category_newest]Arcane High: Magic Infused '80s TTRPG[/url][/b][/size][q]A TTRPG zine focused on a version of the '80s filled with spectacular magic and teenage angst.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/315/587/26d7039e2298baff1bd0ca5cc18e9325_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1644439909&auto=format&frame=1&q=92&s=44e0d71896b294adcf7150e61ee05a65[/inlineimg][/floatleft][b]Deadline:[/b]03-14-2022[url=https://www.kicktraq.com/projects/funganoids/arcane-high-magic-infused-80s-ttrpg/][IMG]https://www.kicktraq.com/projects/funganoids/arcane-high-magic-infused-80s-ttrpg//minichart.png[/IMG][/url],"$3,022.95",,"3,688.00",,
https://www.kickstarter.com/projects/realmwarpmedia/magicians-menagerie?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8795415#item8795415,,https://www.kicktraq.com/projects/realmwarpmedia/magicians-menagerie/,5E,,,Magicians Menagerie,March 15 2022,Y,USD,"5,793.00",1,"5,793.00",Y,N,Y,"$5,793",100.00%,Ended,5793,1676332269709,February 15 2022,A collection of 5e-compatible unique spellcasters for inspiration and implementation.,https://ksr-ugc.imgix.net/assets/036/116/605/293b63627dba35d581494bf38d2ebad4_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1642652589&auto=format&frame=1&q=92&s=c58cae4b370a3f45e5e09018fb36e92f,[size=14][b][url=https://www.kickstarter.com/projects/realmwarpmedia/magicians-menagerie?ref=discovery_category_newest]Magicians Menagerie[/url][/b][/size][q]A collection of 5e-compatible unique spellcasters for inspiration and implementation.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/116/605/293b63627dba35d581494bf38d2ebad4_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1642652589&auto=format&frame=1&q=92&s=c58cae4b370a3f45e5e09018fb36e92f[/inlineimg][/floatleft][b]Deadline:[/b]03-15-2022[url=https://www.kicktraq.com/projects/realmwarpmedia/magicians-menagerie/][IMG]https://www.kicktraq.com/projects/realmwarpmedia/magicians-menagerie//minichart.png[/IMG][/url],"$5,793.00",,"5,793.00",,
https://www.kickstarter.com/projects/440280137/one-shot-dungeons-for-5e-1?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8793737#item8793737,,https://www.kicktraq.com/projects/440280137/one-shot-dungeons-for-5e-1/,5E,,,One-shot Dungeons for 5E - 1€,March 15 2022,Y,EUR,"1,452.00",1.097005,"1,592.85",Y,N,Y,"€1,452.00",2904.00%,Ended,1592.85,1676332269708,February 14 2022,Five ready-to-use dungeons for D&D 5E,https://ksr-ugc.imgix.net/assets/036/360/979/7f0b79c4431151d30586eaff85ca5dfc_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1644874969&auto=format&frame=1&q=92&s=050866e2b4ad394f47e31ec4e7b5f628,[size=14][b][url=https://www.kickstarter.com/projects/440280137/one-shot-dungeons-for-5e-1?ref=discovery_category_newest]One-shot Dungeons for 5E - 1€[/url][/b][/size][q]Five ready-to-use dungeons for D&D 5E[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/360/979/7f0b79c4431151d30586eaff85ca5dfc_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1644874969&auto=format&frame=1&q=92&s=050866e2b4ad394f47e31ec4e7b5f628[/inlineimg][/floatleft][b]Deadline:[/b]03-15-2022[url=https://www.kicktraq.com/projects/440280137/one-shot-dungeons-for-5e-1/][IMG]https://www.kicktraq.com/projects/440280137/one-shot-dungeons-for-5e-1//minichart.png[/IMG][/url],$54.85,,"1,592.85",,
https://www.kickstarter.com/projects/ericfrombloatgames/overworld-tabletop-rpg-monster-manual-zines?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8811442#item8811442,,https://www.kicktraq.com/projects/ericfrombloatgames/overworld-tabletop-rpg-monster-manual-zines/,5E,https://rpggeek.com/rpg/356/generic-universal | https://rpggeek.com/rpg/63572/survive-fantasy,,Overworld - Tabletop RPG Monster Manual Zines,March 15 2022,Y,USD,"5,321.00",1,"5,321.00",Y,N,Y,"$5,321",443.00%,Ended,5321,1676332269712,February 22 2022,"Inspired by The Legend of Zelda - Available in 5e, System Neutral, and SURVIVE THIS!! rules formats.",https://ksr-ugc.imgix.net/assets/036/313/516/56e2ca6e562a950344a688a1ea619fb3_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1644426309&auto=format&frame=1&q=92&s=3275aef833fe4e500042de0e08442dba,"[size=14][b][url=https://www.kickstarter.com/projects/ericfrombloatgames/overworld-tabletop-rpg-monster-manual-zines?ref=discovery_category_newest]Overworld - Tabletop RPG Monster Manual Zines[/url][/b][/size][q]Inspired by The Legend of Zelda - Available in 5e, System Neutral, and SURVIVE THIS!! rules formats.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/313/516/56e2ca6e562a950344a688a1ea619fb3_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1644426309&auto=format&frame=1&q=92&s=3275aef833fe4e500042de0e08442dba[/inlineimg][/floatleft][b]Deadline:[/b]03-15-2022[url=https://www.kicktraq.com/projects/ericfrombloatgames/overworld-tabletop-rpg-monster-manual-zines/][IMG]https://www.kicktraq.com/projects/ericfrombloatgames/overworld-tabletop-rpg-monster-manual-zines//minichart.png[/IMG][/url]","$1,201.13",,"5,321.00",,
https://www.kickstarter.com/projects/surfshred/the-blood-wedding-for-dnd-5e-rpg-for-only-4?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8799344#item8799344,,https://www.kicktraq.com/projects/surfshred/the-blood-wedding-for-dnd-5e-rpg-for-only-4/,5E,,,The Fortress of Shadow - for DnD 5E RPG - only $4,March 15 2022,Y,USD,"5,493.00",1,"5,493.00",Y,N,Y,"$5,493",960.00%,Ended,5493,1676332269710,February 15 2022,The Fortress of Shadow is an Exciting 5E D&D Compatible Adventure for 6-9th Level Characters.,https://ksr-ugc.imgix.net/assets/036/465/183/4f0ab707e51e8744a7f8fb4ba0dbae2a_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1645743098&auto=format&frame=1&q=92&s=14f2d6a2fdf9463c38707ebbb21c4828,[size=14][b][url=https://www.kickstarter.com/projects/surfshred/the-blood-wedding-for-dnd-5e-rpg-for-only-4?ref=discovery_category_newest]The Fortress of Shadow - for DnD 5E RPG - only $4[/url][/b][/size][q]The Fortress of Shadow is an Exciting 5E D&D Compatible Adventure for 6-9th Level Characters.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/465/183/4f0ab707e51e8744a7f8fb4ba0dbae2a_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1645743098&auto=format&frame=1&q=92&s=14f2d6a2fdf9463c38707ebbb21c4828[/inlineimg][/floatleft][b]Deadline:[/b]03-15-2022[url=https://www.kicktraq.com/projects/surfshred/the-blood-wedding-for-dnd-5e-rpg-for-only-4/][IMG]https://www.kicktraq.com/projects/surfshred/the-blood-wedding-for-dnd-5e-rpg-for-only-4//minichart.png[/IMG][/url],$572.19,,"5,493.00",,
https://www.kickstarter.com/projects/igiul-pizzinu/chasse-galerie?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8764418#item8764418,,https://www.kicktraq.com/projects/igiul-pizzinu/chasse-galerie/,non-5E,https://rpggeek.com/rpg/56344/mork-borg,,Chässe-Galerie,March 15 2022,Y,CAD,"1,744.00",0.78305,"1,365.64",Y,N,Y,"$1,744 CAD",2356.00%,Ended,1365.64,1676332269707,February 2 2022,"A Mörk Borg zine with 2 short adventures : one cold forest hexcrawl and a social one with a mini-game, based on Quebec folklore tales.",https://ksr-ugc.imgix.net/assets/036/211/738/535ef614140e3c49eb5f5e6934bca589_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1643557072&auto=format&frame=1&q=92&s=0a6c89f6df0d91e1d7ae2717b099b28c,"[size=14][b][url=https://www.kickstarter.com/projects/igiul-pizzinu/chasse-galerie?ref=discovery_category_newest]Chässe-Galerie[/url][/b][/size][q]A Mörk Borg zine with 2 short adventures : one cold forest hexcrawl and a social one with a mini-game, based on Quebec folklore tales.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/211/738/535ef614140e3c49eb5f5e6934bca589_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1643557072&auto=format&frame=1&q=92&s=0a6c89f6df0d91e1d7ae2717b099b28c[/inlineimg][/floatleft][b]Deadline:[/b]03-15-2022[url=https://www.kicktraq.com/projects/igiul-pizzinu/chasse-galerie/][IMG]https://www.kicktraq.com/projects/igiul-pizzinu/chasse-galerie//minichart.png[/IMG][/url]",$57.96,,"1,365.64",,1
https://www.kickstarter.com/projects/3dhighways/quadrivium-the-3d-printable-tabletop-rpg-zine?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8818940#item8818940,,https://www.kicktraq.com/projects/3dhighways/quadrivium-the-3d-printable-tabletop-rpg-zine/,non-5E,https://rpggeek.com/rpg/75236/crux-universal-roleplaying,,Quadrivium: The 3d printable tabletop RPG zine,March 15 2022,Y,USD,"1,061.00",1,"1,061.00",Y,N,Y,"$1,061",530.00%,Ended,1061,1676332269713,February 28 2022,"Quadrivium is a zine for the CRUX roleplaying and wargaming rules, featuring a host of STL files to go along with the rules/articles.",https://ksr-ugc.imgix.net/assets/036/442/433/d4e8ec069cb53a2b29438facc9601ec0_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1645561900&auto=format&frame=1&q=92&s=0f47b1b572f2e4c0a03d1302850625cf,"[size=14][b][url=https://www.kickstarter.com/projects/3dhighways/quadrivium-the-3d-printable-tabletop-rpg-zine?ref=discovery_category_newest]Quadrivium: The 3d printable tabletop RPG zine[/url][/b][/size][q]Quadrivium is a zine for the CRUX roleplaying and wargaming rules, featuring a host of STL files to go along with the rules/articles.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/442/433/d4e8ec069cb53a2b29438facc9601ec0_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1645561900&auto=format&frame=1&q=92&s=0f47b1b572f2e4c0a03d1302850625cf[/inlineimg][/floatleft][b]Deadline:[/b]03-15-2022[url=https://www.kicktraq.com/projects/3dhighways/quadrivium-the-3d-printable-tabletop-rpg-zine/][IMG]https://www.kicktraq.com/projects/3dhighways/quadrivium-the-3d-printable-tabletop-rpg-zine//minichart.png[/IMG][/url]",$200.19,,"1,061.00",,
https://www.kickstarter.com/projects/stevenpankotai/mythicc-encounters-smutty-5e-villains?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485/item/8793745#item8793745,,https://www.kicktraq.com/projects/stevenpankotai/mythicc-encounters-smutty-5e-villains/,5E,,,MyThicc Encounters: Smutty 5e Villains,March 16 2022,Y,USD,959.00,1,Not Funded,N,Y,N,$959,12.00%,Cancelled,0,1676332269716,February 14 2022,A collection of 5e villains with a lot to love.,https://ksr-ugc.imgix.net/assets/036/246/523/2f62363d8d678490b7c74b09b60ab88c_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1643825776&auto=format&frame=1&q=92&s=87c91a9b3ff8d7dde480089b2e4d2c68,[size=14][b][url=https://www.kickstarter.com/projects/stevenpankotai/mythicc-encounters-smutty-5e-villains?ref=discovery_category_newest]MyThicc Encounters: Smutty 5e Villains[/url][/b][/size][q]A collection of 5e villains with a lot to love.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/246/523/2f62363d8d678490b7c74b09b60ab88c_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1643825776&auto=format&frame=1&q=92&s=87c91a9b3ff8d7dde480089b2e4d2c68[/inlineimg][/floatleft][b]Deadline:[/b]03-16-2022[url=https://www.kicktraq.com/projects/stevenpankotai/mythicc-encounters-smutty-5e-villains/][IMG]https://www.kicktraq.com/projects/stevenpankotai/mythicc-encounters-smutty-5e-villains//minichart.png[/IMG][/url],,7991.666667,,,
https://www.kickstarter.com/projects/thepit/masques-bite-sized-dungeons-the-occult-below?ref=discovery_category_newest,https://rpggeek.com/geeklist/293485?itemid=8820682#item8820682,,https://www.kicktraq.com/projects/thepit/masques-bite-sized-dungeons-the-occult-below/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Masque's Bite Sized Dungeons: The Occult Below,March 16 2022,Y,CAD,"1,378.00",0.78828,"1,086.25",Y,N,Y,"$1,378 CAD",2756.00%,Ended,1086.25,1676332269719,March 1 2022,A series of mini dungeons to be used alone or together to form a short adventure arc.,https://ksr-ugc.imgix.net/assets/036/381/008/756310d1f8460998d156cea8ad61a356_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1645025971&auto=format&frame=1&q=92&s=0cec897df1e94b8a977063b343aacdbb,[size=14][b][url=https://www.kickstarter.com/projects/thepit/masques-bite-sized-dungeons-the-occult-below?ref=discovery_category_newest]Masque's Bite Sized Dungeons: The Occult Below[/url][/b][/size][q]A series of mini dungeons to be used alone or together to form a short adventure arc.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/036/381/008/756310d1f8460998d156cea8ad61a356_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1645025971&auto=format&frame=1&q=92&s=0cec897df1e94b8a977063b343aacdbb[/inlineimg][/floatleft][b]Deadline:[/b]03-16-2022[url=https://www.kicktraq.com/projects/thepit/masques-bite-sized-dungeons-the-occult-below/][IMG]https://www.kicktraq.com/projects/thepit/masques-bite-sized-dungeons-the-occult-below//minichart.png[/IMG][/url],$39.41,,"1,086.25",,
