,,,1765838930138,,,,,77,,,,,,,,,,,,,,2025-10-24,,,,,,,
https://www.kickstarter.com/projects/shadowdarkrpg/western-reaches/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11606869#11606869,,https://kicktraq.com/projects/shadowdarkrpg/western-reaches/,non-5E,https://rpggeek.com/rpg/73714/shadowdark-rpg,,Shadowdark RPG: The Western Reaches Setting,April 9 2025,Y,USD,"2,384,757.00",1,"2,384,757.00",Y,N,Y,"$2,384,757",23840.00%,Ended,2384757,1765839025529,March 11 2025,"Drive back the darkness in a perilous land of cursed forests, haunted deserts, and brooding jungles. Your legend awaits!",https://i.kickstarter.com/assets/048/286/001/3977940b862e3e77e39ad20dbe8a32a3_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1740356985&width=160&sig=Z3y3vsKSYKooQ5w0xRC7blFwRhhuBUUwyG4GBsY7XJc%3D,"[size=14][b][url=https://www.kickstarter.com/projects/shadowdarkrpg/western-reaches/?ref=kicktraq]Shadowdark RPG: The Western Reaches Setting[/url][/b][/size][q]Drive back the darkness in a perilous land of cursed forests, haunted deserts, and brooding jungles. Your legend awaits![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/286/001/3977940b862e3e77e39ad20dbe8a32a3_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1740356985&width=160&sig=Z3y3vsKSYKooQ5w0xRC7blFwRhhuBUUwyG4GBsY7XJc%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-09-2025[url=https://kicktraq.com/projects/shadowdarkrpg/western-reaches/][IMG]https://kicktraq.com/projects/shadowdarkrpg/western-reaches//minichart.png[/IMG][/url]",2384757,10003.17534,,1
https://www.kickstarter.com/projects/statuseffectgamesllc/monster-one-shot-den-of-the-digglewump/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11606877#11606877,,https://kicktraq.com/projects/statuseffectgamesllc/monster-one-shot-den-of-the-digglewump/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Monster One-Shot: Den of the Digglewump,April 9 2025,Y,USD,993.00,1,993.00,Y,N,Y,$993,993.00%,Ended,993,1765839025530,March 11 2025,"A one-shot featuring a new monster, maps, and a push puzzle to add to any fantasy campaign. For dungeons and dragons or any ttrpg.",https://i.kickstarter.com/assets/048/274/587/fe41c1572a91e98e0de5fbbfa31d999f_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1740248497&width=160&sig=IKr0D8KkNf90YENgaikOQPj%2FojlrxBHq7%2FvaUBn%2FbLg%3D,"[size=14][b][url=https://www.kickstarter.com/projects/statuseffectgamesllc/monster-one-shot-den-of-the-digglewump/?ref=kicktraq]Monster One-Shot: Den of the Digglewump[/url][/b][/size][q]A one-shot featuring a new monster, maps, and a push puzzle to add to any fantasy campaign. For dungeons and dragons or any ttrpg.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/274/587/fe41c1572a91e98e0de5fbbfa31d999f_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1740248497&width=160&sig=IKr0D8KkNf90YENgaikOQPj%2FojlrxBHq7%2FvaUBn%2FbLg%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-09-2025[url=https://kicktraq.com/projects/statuseffectgamesllc/monster-one-shot-den-of-the-digglewump/][IMG]https://kicktraq.com/projects/statuseffectgamesllc/monster-one-shot-den-of-the-digglewump//minichart.png[/IMG][/url]",993,100,,
https://www.kickstarter.com/projects/alexanderttrpg/5e-alexanders-assemblage-of-alchemical-arts-book-2-feb/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11606828#11606828,,https://kicktraq.com/projects/alexanderttrpg/5e-alexanders-assemblage-of-alchemical-arts-book-2-feb/,5E,,,"(5e) Alexanders Assemblage of Alchemical Arts, Book 2 (FEB)",April 10 2025,Y,GBP,66.00,1.29944,Not Funded,N,N,N,£66,16.00%,Ended,0,1765839025531,March 11 2025,"A Collection of potions produced in January and February, all with hand-drawn art, a short story and full 5e rules!",https://i.kickstarter.com/assets/048/439/007/f0cd7cf49b72abfdb486d94b3cc01713_original.PNG?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741378605&width=160&sig=QF3svNZXzM40Wi9CwLEx6Pkv04LLdh1L2okX0dov3yk%3D,"[size=14][b][url=https://www.kickstarter.com/projects/alexanderttrpg/5e-alexanders-assemblage-of-alchemical-arts-book-2-feb/?ref=kicktraq](5e) Alexanders Assemblage of Alchemical Arts, Book 2 (FEB)[/url][/b][/size][q]A Collection of potions produced in January and February, all with hand-drawn art, a short story and full 5e rules![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/439/007/f0cd7cf49b72abfdb486d94b3cc01713_original.PNG?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741378605&width=160&sig=QF3svNZXzM40Wi9CwLEx6Pkv04LLdh1L2okX0dov3yk%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-10-2025[url=https://kicktraq.com/projects/alexanderttrpg/5e-alexanders-assemblage-of-alchemical-arts-book-2-feb/][IMG]https://kicktraq.com/projects/alexanderttrpg/5e-alexanders-assemblage-of-alchemical-arts-book-2-feb//minichart.png[/IMG][/url]",0,536.019,,
https://www.kickstarter.com/projects/370771125/the-pen-and-ink-goblins-inkwell-of-infinite-artifacts/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11606838#11606838,,https://kicktraq.com/projects/370771125/the-pen-and-ink-goblins-inkwell-of-infinite-artifacts/,non-5E,https://rpggeek.com/rpg/73714/shadowdark-rpg,,The Pen and Ink Goblin's Inkwell of Infinite Artifacts,April 10 2025,Y,USD,460.00,1,460.00,Y,N,Y,$460,459.00%,Ended,460,1765839025533,March 11 2025,Designed for use with Shadowdark RPG,https://i.kickstarter.com/assets/048/482/729/fa60af6e266a5402ddf6c6ecb3a0f765_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741705597&width=160&sig=2KrHKBvFkVdEiRg8%2Fuq1m3zjAMIjliEpc9CT7TPnSqY%3D,[size=14][b][url=https://www.kickstarter.com/projects/370771125/the-pen-and-ink-goblins-inkwell-of-infinite-artifacts/?ref=kicktraq]The Pen and Ink Goblin's Inkwell of Infinite Artifacts[/url][/b][/size][q]Designed for use with Shadowdark RPG[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/482/729/fa60af6e266a5402ddf6c6ecb3a0f765_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741705597&width=160&sig=2KrHKBvFkVdEiRg8%2Fuq1m3zjAMIjliEpc9CT7TPnSqY%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-10-2025[url=https://kicktraq.com/projects/370771125/the-pen-and-ink-goblins-inkwell-of-infinite-artifacts/][IMG]https://kicktraq.com/projects/370771125/the-pen-and-ink-goblins-inkwell-of-infinite-artifacts//minichart.png[/IMG][/url],460,100.2178649,,1
https://www.kickstarter.com/projects/oldoakgames/beyond-the-woods-old-school-exploration-and-survival-for-5e/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11606842#11606842,,https://kicktraq.com/projects/oldoakgames/beyond-the-woods-old-school-exploration-and-survival-for-5e/,5E,,,Beyond the Woods: Open World Exploration and Survival for 5e,April 10 2025,Y,EUR,"202,450.00",1.12571,"227,899.99",Y,N,Y,"€202,450",1012.00%,Ended,227899.99,1765839025535,March 11 2025,"A new dark fantasy setting for 5e inspired by Irish mythology, with rules for survival, hexcrawl exploration, new classes, and more!",https://i.kickstarter.com/assets/048/406/829/3c5f741e36f325c92707516591cde661_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741177032&width=160&sig=vvXspRx%2BT1gQXXLXBFzUrN%2F9XjM5ODKyd7HvS8FGYg8%3D,"[size=14][b][url=https://www.kickstarter.com/projects/oldoakgames/beyond-the-woods-old-school-exploration-and-survival-for-5e/?ref=kicktraq]Beyond the Woods: Open World Exploration and Survival for 5e[/url][/b][/size][q]A new dark fantasy setting for 5e inspired by Irish mythology, with rules for survival, hexcrawl exploration, new classes, and more![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/406/829/3c5f741e36f325c92707516591cde661_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741177032&width=160&sig=vvXspRx%2BT1gQXXLXBFzUrN%2F9XjM5ODKyd7HvS8FGYg8%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-10-2025[url=https://kicktraq.com/projects/oldoakgames/beyond-the-woods-old-school-exploration-and-survival-for-5e/][IMG]https://kicktraq.com/projects/oldoakgames/beyond-the-woods-old-school-exploration-and-survival-for-5e//minichart.png[/IMG][/url]",227899.9895,22519.76181,,
https://www.kickstarter.com/projects/615705356/a-tome-of-sentient-items-for-dandd/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11606844#11606844,,https://kicktraq.com/projects/615705356/a-tome-of-sentient-items-for-dandd/,5E,,,A Tome of Sentient Items for D&D,April 10 2025,Y,EUR,"8,444.00",1.12571,"9,505.50",Y,N,Y,"€8,444",2814.00%,Ended,9505.5,1765839025537,March 11 2025,"A tome of sentient weapons, artifacts, and objects with their own minds, motives, and secrets. Fully compatible with 5e!",https://i.kickstarter.com/assets/048/421/311/52b891fdf19a7bfa6bdf67eeebb41dab_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741265963&width=160&sig=2fQvtpRMgM50B9djlQkWjeVM9zdwltOcibgbzuU3RxQ%3D,"[size=14][b][url=https://www.kickstarter.com/projects/615705356/a-tome-of-sentient-items-for-dandd/?ref=kicktraq]A Tome of Sentient Items for D&D[/url][/b][/size][q]A tome of sentient weapons, artifacts, and objects with their own minds, motives, and secrets. Fully compatible with 5e![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/421/311/52b891fdf19a7bfa6bdf67eeebb41dab_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741265963&width=160&sig=2fQvtpRMgM50B9djlQkWjeVM9zdwltOcibgbzuU3RxQ%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-10-2025[url=https://kicktraq.com/projects/615705356/a-tome-of-sentient-items-for-dandd/][IMG]https://kicktraq.com/projects/615705356/a-tome-of-sentient-items-for-dandd//minichart.png[/IMG][/url]",9505.49524,337.7930078,,
https://www.kickstarter.com/projects/434622949/otherworlds-championship-tournament/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11606866#11606866,,https://kicktraq.com/projects/434622949/otherworlds-championship-tournament/,RPG,,,Otherworlds Championship Tournament,April 10 2025,Y,USD,400.00,1,Not Funded,N,Y,N,$400,26.00%,Cancelled,0,1765839025538,March 11 2025,A new skirmish RPG system and guidebook inspired by original character tournaments.,https://i.kickstarter.com/assets/044/090/880/78c1f4846b48bfa9d487c70f9412adb7_original.jpeg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1708587737&width=160&sig=wgI9RuDq3WykxgVMNh%2FB1usmVTtZcHyAN40Nq%2BZZBAU%3D,[size=14][b][url=https://www.kickstarter.com/projects/434622949/otherworlds-championship-tournament/?ref=kicktraq]Otherworlds Championship Tournament[/url][/b][/size][q]A new skirmish RPG system and guidebook inspired by original character tournaments.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/044/090/880/78c1f4846b48bfa9d487c70f9412adb7_original.jpeg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1708587737&width=160&sig=wgI9RuDq3WykxgVMNh%2FB1usmVTtZcHyAN40Nq%2BZZBAU%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-10-2025[url=https://kicktraq.com/projects/434622949/otherworlds-championship-tournament/][IMG]https://kicktraq.com/projects/434622949/otherworlds-championship-tournament//minichart.png[/IMG][/url],0,1538.461538,,
https://www.kickstarter.com/projects/587512440/potbellied-kobolds-guide-to-villains-and-lairs-5e/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11606867#11606867,,https://kicktraq.com/projects/587512440/potbellied-kobolds-guide-to-villains-and-lairs-5e/,5E,,,Potbellied Kobold's Guide to Villains & Lairs 5E,April 10 2025,Y,USD,"3,299.00",1,"3,299.00",Y,N,Y,"$3,299",549.00%,Ended,3299,1765839025539,March 11 2025,"Villainous NPCs, Lairs, and Creation Tools - Compatible with 5e D&D. For Foundry VTT, PDF, Print-on-Demand, and Roll20",https://i.kickstarter.com/assets/048/372/554/069e76f464aead51a5c021e264b8168a_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1740964354&width=160&sig=Yg78TOZp4x1VImYIghmsgIo5LMq6tmpHQA7b8%2FPhPLA%3D,"[size=14][b][url=https://www.kickstarter.com/projects/587512440/potbellied-kobolds-guide-to-villains-and-lairs-5e/?ref=kicktraq]Potbellied Kobold's Guide to Villains & Lairs 5E[/url][/b][/size][q]Villainous NPCs, Lairs, and Creation Tools - Compatible with 5e D&D. For Foundry VTT, PDF, Print-on-Demand, and Roll20[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/372/554/069e76f464aead51a5c021e264b8168a_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1740964354&width=160&sig=Yg78TOZp4x1VImYIghmsgIo5LMq6tmpHQA7b8%2FPhPLA%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-10-2025[url=https://kicktraq.com/projects/587512440/potbellied-kobolds-guide-to-villains-and-lairs-5e/][IMG]https://kicktraq.com/projects/587512440/potbellied-kobolds-guide-to-villains-and-lairs-5e//minichart.png[/IMG][/url]",3299,600.9107468,,
https://www.kickstarter.com/projects/archmagepress/the-dark-moon-rises/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11606872#11606872,,https://kicktraq.com/projects/archmagepress/the-dark-moon-rises/,5E,,,The Dark Moon Rises,April 10 2025,Y,GBP,"189,805.00",1.29944,"246,640.21",Y,N,Y,"£189,805",3796.00%,Ended,246640.21,1765839025541,March 11 2025,"D&D Revolutionised. Play this massive 5E adventure series solo or with up to 4 players, without the need for a Dungeon Master.",https://i.kickstarter.com/assets/048/006/705/d7c2c7f7328b03d66575e818e27ce3ea_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1738247597&width=160&sig=mN6XZQgXHNNalCZPwU35FDAd5WOel3gCyssXol%2F5hlw%3D,"[size=14][b][url=https://www.kickstarter.com/projects/archmagepress/the-dark-moon-rises/?ref=kicktraq]The Dark Moon Rises[/url][/b][/size][q]D&D Revolutionised. Play this massive 5E adventure series solo or with up to 4 players, without the need for a Dungeon Master.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/006/705/d7c2c7f7328b03d66575e818e27ce3ea_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1738247597&width=160&sig=mN6XZQgXHNNalCZPwU35FDAd5WOel3gCyssXol%2F5hlw%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-10-2025[url=https://kicktraq.com/projects/archmagepress/the-dark-moon-rises/][IMG]https://kicktraq.com/projects/archmagepress/the-dark-moon-rises//minichart.png[/IMG][/url]",246640.2092,6497.371159,,
https://www.kickstarter.com/projects/stevenchabotte/wyrmhollow-the-city-under-the-glacier/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11606874#11606874,,https://kicktraq.com/projects/stevenchabotte/wyrmhollow-the-city-under-the-glacier/,5E,,,Wyrmhollow - The City Under the Glacier,April 10 2025,Y,USD,"8,835.00",1,"8,835.00",Y,N,Y,"$8,835",8835.00%,Ended,8835,1765839025552,March 11 2025,A unique cold weather campaign setting with new race options for 5e,https://i.kickstarter.com/assets/048/120/560/694138a95cc4fe8b77a6f06e7f10e84e_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1739127164&width=160&sig=RZnanm2apWqUMDkFXp%2Ft%2F%2BS4nd4sWQr%2BADzudbdUYQs%3D,[size=14][b][url=https://www.kickstarter.com/projects/stevenchabotte/wyrmhollow-the-city-under-the-glacier/?ref=kicktraq]Wyrmhollow - The City Under the Glacier[/url][/b][/size][q]A unique cold weather campaign setting with new race options for 5e[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/120/560/694138a95cc4fe8b77a6f06e7f10e84e_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1739127164&width=160&sig=RZnanm2apWqUMDkFXp%2Ft%2F%2BS4nd4sWQr%2BADzudbdUYQs%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-10-2025[url=https://kicktraq.com/projects/stevenchabotte/wyrmhollow-the-city-under-the-glacier/][IMG]https://kicktraq.com/projects/stevenchabotte/wyrmhollow-the-city-under-the-glacier//minichart.png[/IMG][/url],8835,100,,
https://www.kickstarter.com/projects/mediastreampress/damocles-system-free-scifi-horror-mystery-rpg-story-guide/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11606881#11606881,,https://kicktraq.com/projects/mediastreampress/damocles-system-free-scifi-horror-mystery-rpg-story-guide/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Damocles - System-Free Scifi Horror Mystery RPG Story Guide,April 10 2025,Y,USD,550.00,1,550.00,Y,N,Y,$550,220.00%,Ended,550,1765839025553,March 11 2025,"Welcome aboard the Damocles, a salvage and rescue vessel with a dozen crew members. Engage in daring missions in deep space.",https://i.kickstarter.com/assets/047/306/209/64b9d5650864761823910dbbc74e29ca_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1731861945&width=160&sig=LSRRtrCio13F6zLSfToYbIZ%2FNZTHzq%2BublnzgcZZX9A%3D,"[size=14][b][url=https://www.kickstarter.com/projects/mediastreampress/damocles-system-free-scifi-horror-mystery-rpg-story-guide/?ref=kicktraq]Damocles - System-Free Scifi Horror Mystery RPG Story Guide[/url][/b][/size][q]Welcome aboard the Damocles, a salvage and rescue vessel with a dozen crew members. Engage in daring missions in deep space.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/047/306/209/64b9d5650864761823910dbbc74e29ca_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1731861945&width=160&sig=LSRRtrCio13F6zLSfToYbIZ%2FNZTHzq%2BublnzgcZZX9A%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-10-2025[url=https://kicktraq.com/projects/mediastreampress/damocles-system-free-scifi-horror-mystery-rpg-story-guide/][IMG]https://kicktraq.com/projects/mediastreampress/damocles-system-free-scifi-horror-mystery-rpg-story-guide//minichart.png[/IMG][/url]",550,250,,
https://www.kickstarter.com/projects/896663818/101-dungeon-levels/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11609375#11609375,,https://kicktraq.com/projects/896663818/101-dungeon-levels/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,101 Dungeon Levels,April 10 2025,Y,EUR,"1,171.00",1.12571,"1,318.21",Y,N,Y,"€1,171",468.00%,Ended,1318.21,1765839025555,March 12 2025,"101 Dungeon Levels: A Journey Through Depths, Dangers, and Decay",https://i.kickstarter.com/assets/048/448/693/d77d99fabffb62cbe44745649785bef6_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741464975&width=160&sig=FiPQ1Mpo1y7MToKZD1Ko6JUqT6BB9tpHTJJMrejczfs%3D,"[size=14][b][url=https://www.kickstarter.com/projects/896663818/101-dungeon-levels/?ref=kicktraq]101 Dungeon Levels[/url][/b][/size][q]101 Dungeon Levels: A Journey Through Depths, Dangers, and Decay[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/448/693/d77d99fabffb62cbe44745649785bef6_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741464975&width=160&sig=FiPQ1Mpo1y7MToKZD1Ko6JUqT6BB9tpHTJJMrejczfs%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-10-2025[url=https://kicktraq.com/projects/896663818/101-dungeon-levels/][IMG]https://kicktraq.com/projects/896663818/101-dungeon-levels//minichart.png[/IMG][/url]",1318.20641,281.6680363,,
https://www.kickstarter.com/projects/mcnabbgames/song-of-the-swamp-witch-redux-4d6-ttrpg-adventure/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11609384#11609384,,https://kicktraq.com/projects/mcnabbgames/song-of-the-swamp-witch-redux-4d6-ttrpg-adventure/,non-5E,https://rpggeek.com/rpg/42161/morgalad-fantasy-rpg,,Song of the Swamp Witch Redux - 4D6 TTRPG Adventure,April 10 2025,Y,USD,377.00,1,377.00,Y,N,Y,$377,377.00%,Ended,377,1765839025556,March 11 2025,A 4D6 Compatible TTRPG Adventure,https://i.kickstarter.com/assets/048/485/722/9789f8612d71c112e742e637efda5b9c_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741719424&width=160&sig=Xmm%2Fj5gqZ%2FGlCN5sE9D0gsHo6NuItXhf%2BtbyQ%2BGviMU%3D,[size=14][b][url=https://www.kickstarter.com/projects/mcnabbgames/song-of-the-swamp-witch-redux-4d6-ttrpg-adventure/?ref=kicktraq]Song of the Swamp Witch Redux - 4D6 TTRPG Adventure[/url][/b][/size][q]A 4D6 Compatible TTRPG Adventure[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/485/722/9789f8612d71c112e742e637efda5b9c_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741719424&width=160&sig=Xmm%2Fj5gqZ%2FGlCN5sE9D0gsHo6NuItXhf%2BtbyQ%2BGviMU%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-10-2025[url=https://kicktraq.com/projects/mcnabbgames/song-of-the-swamp-witch-redux-4d6-ttrpg-adventure/][IMG]https://kicktraq.com/projects/mcnabbgames/song-of-the-swamp-witch-redux-4d6-ttrpg-adventure//minichart.png[/IMG][/url],377,100,,
https://www.kickstarter.com/projects/vermilium/vermilium-the-sick-and-the-dead/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11645550#11645550,,https://kicktraq.com/projects/vermilium/vermilium-the-sick-and-the-dead/,non-5E,https://rpggeek.com/rpg/78185/savage-worlds-adventure-edition-swade,,Vermilium: The Sick & The Dead,April 10 2025,Y,GBP,"3,056.00",1.29944,"3,971.09",Y,N,Y,"£3,056",407.00%,Ended,3971.09,1765839025557,March 25 2025,"A collection of grotesque adventures for the Savage Worlds setting, Vermilium",https://i.kickstarter.com/assets/047/106/238/a3d706cd4b92aa224334af654d80bb24_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1730365921&width=160&sig=Mz9gs3VkFIYvadcpIhASSucSWBZsDNCKAME8mqp5%2B8Q%3D,"[size=14][b][url=https://www.kickstarter.com/projects/vermilium/vermilium-the-sick-and-the-dead/?ref=kicktraq]Vermilium: The Sick & The Dead[/url][/b][/size][q]A collection of grotesque adventures for the Savage Worlds setting, Vermilium[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/047/106/238/a3d706cd4b92aa224334af654d80bb24_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1730365921&width=160&sig=Mz9gs3VkFIYvadcpIhASSucSWBZsDNCKAME8mqp5%2B8Q%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-10-2025[url=https://kicktraq.com/projects/vermilium/vermilium-the-sick-and-the-dead/][IMG]https://kicktraq.com/projects/vermilium/vermilium-the-sick-and-the-dead//minichart.png[/IMG][/url]",3971.08864,975.6974545,,
https://www.kickstarter.com/projects/tri-balism/the-ruins-of-volduron-a-gms-guide/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11574585#11574585,,https://kicktraq.com/projects/tri-balism/the-ruins-of-volduron-a-gms-guide/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,The Ruins of Volduron - a GM's Guide,April 11 2025,Y,GBP,303.00,1.3082,Not Funded,N,N,N,£303,8.00%,Ended,0,1765839025559,February 25 2025,TTRPG Campaign Scenario: A clandestine mission of reconnaissance will unearth dark truths that may shatter the foundations of an empire,https://i.kickstarter.com/assets/048/004/717/0cd72002aa85d94a1c1dc150e337a661_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1738231900&width=160&sig=f2mdiRIOMPWRKtkgKuWZY7%2FJlLAzTv%2B9jWI4XYGfE68%3D,[size=14][b][url=https://www.kickstarter.com/projects/tri-balism/the-ruins-of-volduron-a-gms-guide/?ref=kicktraq]The Ruins of Volduron - a GM's Guide[/url][/b][/size][q]TTRPG Campaign Scenario: A clandestine mission of reconnaissance will unearth dark truths that may shatter the foundations of an empire[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/004/717/0cd72002aa85d94a1c1dc150e337a661_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1738231900&width=160&sig=f2mdiRIOMPWRKtkgKuWZY7%2FJlLAzTv%2B9jWI4XYGfE68%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-11-2025[url=https://kicktraq.com/projects/tri-balism/the-ruins-of-volduron-a-gms-guide/][IMG]https://kicktraq.com/projects/tri-balism/the-ruins-of-volduron-a-gms-guide//minichart.png[/IMG][/url],0,4954.8075,,
https://www.kickstarter.com/projects/bradscottart/pursuit-of-the-minotaur-ttrpg-solo-adventure/?ref=kicktraq,https://rpggeek.com/geeklist/349660/kickstarter-rpg-game-books-2025?itemid=11596082#11596082,,https://kicktraq.com/projects/bradscottart/pursuit-of-the-minotaur-ttrpg-solo-adventure/,non-5E,not in database,,Pursuit of the Minotaur - TTRPG Solo Adventure,April 11 2025,Y,USD,"1,164.00",1,Not Funded,N,N,N,"$1,164",11.00%,Ended,0,1765839025560,March 7 2025,Set sail to the uncharted Isles of Tavrato to seek out the Minotaur. A Lords of the Labyrinth TTRPG Solo Adventure with Replay Value.,https://i.kickstarter.com/assets/048/430/554/846de1fc707e1c4c63a6b59375ec2bfe_original.jpeg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741321769&width=160&sig=Lx2bd39FCIFDMMzxbV9d5AhdSsV3WyQ9LLPbg40ZX2Q%3D,[size=14][b][url=https://www.kickstarter.com/projects/bradscottart/pursuit-of-the-minotaur-ttrpg-solo-adventure/?ref=kicktraq]Pursuit of the Minotaur - TTRPG Solo Adventure[/url][/b][/size][q]Set sail to the uncharted Isles of Tavrato to seek out the Minotaur. A Lords of the Labyrinth TTRPG Solo Adventure with Replay Value.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/048/430/554/846de1fc707e1c4c63a6b59375ec2bfe_original.jpeg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&v=1741321769&width=160&sig=Lx2bd39FCIFDMMzxbV9d5AhdSsV3WyQ9LLPbg40ZX2Q%3D[/inlineimg][/floatleft][b]Deadline:[/b]04-11-2025[url=https://kicktraq.com/projects/bradscottart/pursuit-of-the-minotaur-ttrpg-solo-adventure/][IMG]https://kicktraq.com/projects/bradscottart/pursuit-of-the-minotaur-ttrpg-solo-adventure//minichart.png[/IMG][/url],0,10581.81818,,
